대여소_ID,주간,시간대,동일대여소대여반납,중구내대여반납,유출량,유입량
ST-10,평일,3,0,0,0,1
ST-10,평일,16,0,0,0,1
ST-10,평일,17,0,0,0,2
ST-10,평일,19,0,0,0,1
ST-1020,평일,11,0,0,0,1
ST-1025,평일,10,0,0,0,2
ST-1025,평일,13,0,0,0,1
ST-1025,평일,14,0,0,0,1
ST-1027,주말,12,0,0,0,1
ST-1029,주말,20,0,0,0,1
ST-1029,평일,10,0,0,0,1
ST-1032,주말,6,0,0,0,3
ST-1032,평일,11,0,0,0,1
ST-1036,평일,15,0,0,0,2
ST-105,주말,12,0,0,0,1
ST-105,주말,20,0,0,0,1
ST-105,평일,10,0,0,0,1
ST-105,평일,16,0,0,0,1
ST-105,평일,18,0,0,0,1
ST-1058,평일,8,0,0,0,1
ST-1058,평일,9,0,0,0,1
ST-1058,평일,12,0,0,0,1
ST-1067,평일,6,0,0,0,4
ST-107,평일,12,0,0,0,1
ST-107,평일,21,0,0,0,2
ST-1079,평일,21,0,0,0,1
ST-108,주말,22,0,0,0,1
ST-108,평일,15,0,0,0,2
ST-1082,주말,10,0,0,0,1
ST-1083,평일,13,0,0,0,1
ST-1089,주말,10,0,0,0,1
ST-109,주말,16,0,0,0,2
ST-109,주말,17,0,0,0,1
ST-109,주말,18,0,0,0,5
ST-109,주말,23,0,0,0,1
ST-109,평일,1,0,0,0,1
ST-109,평일,2,0,0,0,1
ST-109,평일,8,0,0,0,1
ST-109,평일,11,0,0,0,1
ST-109,평일,14,0,0,0,1
ST-109,평일,18,0,0,0,1
ST-109,평일,20,0,0,0,4
ST-109,평일,21,0,0,0,5
ST-109,평일,22,0,0,0,2
ST-1093,주말,6,0,0,0,2
ST-1093,평일,6,0,0,0,17
ST-1095,주말,7,0,0,0,2
ST-1095,주말,16,0,0,0,3
ST-1095,평일,7,0,0,0,4
ST-1095,평일,8,0,0,0,1
ST-1095,평일,16,0,0,0,7
ST-1097,평일,10,0,0,0,1
ST-1098,평일,10,0,0,0,1
ST-1098,평일,20,0,0,0,1
ST-1099,주말,20,0,0,0,1
ST-1099,평일,21,0,0,0,1
ST-1101,주말,6,0,0,0,1
ST-1101,주말,22,0,0,0,1
ST-1101,평일,14,0,0,0,1
ST-1101,평일,16,0,0,0,1
ST-1102,주말,5,0,0,0,1
ST-1102,주말,16,0,0,0,1
ST-1102,평일,6,0,0,0,1
ST-1102,평일,8,0,0,0,3
ST-1103,주말,5,0,0,0,1
ST-1103,주말,17,0,0,0,1
ST-1103,평일,4,0,0,0,1
ST-1103,평일,5,0,0,0,3
ST-1103,평일,13,0,0,0,1
ST-1103,평일,17,0,0,0,1
ST-1105,주말,7,0,0,0,2
ST-1105,주말,21,0,0,0,1
ST-1105,평일,7,0,0,0,2
ST-1105,평일,12,0,0,0,2
ST-1105,평일,19,0,0,0,3
ST-1107,평일,9,0,0,0,2
ST-1109,주말,13,0,0,0,1
ST-111,주말,8,0,0,0,1
ST-111,주말,14,0,0,0,1
ST-111,주말,20,0,0,0,1
ST-111,주말,21,0,0,0,1
ST-111,평일,0,0,0,0,1
ST-111,평일,14,0,0,0,4
ST-111,평일,15,0,0,0,1
ST-111,평일,18,0,0,0,1
ST-111,평일,20,0,0,0,1
ST-1110,평일,12,0,0,0,1
ST-1111,평일,11,0,0,0,1
ST-112,주말,12,0,0,0,1
ST-112,평일,0,0,0,0,1
ST-1137,평일,17,0,0,0,2
ST-114,주말,16,0,0,0,1
ST-1150,주말,12,0,0,0,1
ST-1150,주말,16,0,0,0,2
ST-1150,주말,19,0,0,0,3
ST-1150,평일,7,0,0,0,1
ST-1150,평일,8,0,0,0,7
ST-1150,평일,11,0,0,0,1
ST-1150,평일,12,0,0,0,1
ST-1150,평일,13,0,0,0,1
ST-1150,평일,14,0,0,0,2
ST-1150,평일,15,0,0,0,1
ST-1150,평일,16,0,0,0,1
ST-1151,평일,8,0,0,0,1
ST-1152,주말,8,0,0,0,1
ST-1152,주말,9,0,0,0,2
ST-1152,주말,19,0,0,0,1
ST-1158,평일,15,0,0,0,1
ST-1158,평일,18,0,0,0,1
ST-116,주말,0,0,0,1,0
ST-116,주말,1,0,0,1,0
ST-116,주말,2,0,1,3,0
ST-116,주말,7,0,2,2,0
ST-116,주말,8,0,3,3,0
ST-116,주말,9,0,4,4,0
ST-116,주말,10,1,4,6,0
ST-116,주말,11,0,2,9,0
ST-116,주말,12,0,4,8,0
ST-116,주말,13,0,3,15,0
ST-116,주말,14,0,9,6,0
ST-116,주말,15,0,11,11,0
ST-116,주말,16,1,3,21,0
ST-116,주말,17,0,7,15,0
ST-116,주말,18,3,7,12,0
ST-116,주말,19,1,5,5,0
ST-116,주말,20,0,2,9,0
ST-116,주말,21,0,3,5,0
ST-116,주말,22,0,1,4,0
ST-116,주말,23,1,0,2,0
ST-116,평일,0,0,0,3,0
ST-116,평일,1,0,0,3,0
ST-116,평일,3,0,0,1,0
ST-116,평일,4,0,0,1,0
ST-116,평일,6,0,6,3,0
ST-116,평일,7,0,38,24,0
ST-116,평일,8,0,103,57,0
ST-116,평일,9,0,47,19,0
ST-116,평일,10,7,22,16,0
ST-116,평일,11,3,28,26,0
ST-116,평일,12,4,21,12,0
ST-116,평일,13,3,18,26,0
ST-116,평일,14,2,16,13,0
ST-116,평일,15,5,20,37,0
ST-116,평일,16,5,18,23,0
ST-116,평일,17,5,29,28,0
ST-116,평일,18,0,18,54,0
ST-116,평일,19,0,16,33,0
ST-116,평일,20,1,5,31,0
ST-116,평일,21,1,6,13,0
ST-116,평일,22,0,4,7,0
ST-116,평일,23,0,2,1,0
ST-1160,평일,18,0,0,0,1
ST-1161,평일,20,0,0,0,2
ST-1163,평일,10,0,0,0,1
ST-1163,평일,15,0,0,0,1
ST-1169,평일,18,0,0,0,1
ST-117,주말,6,0,0,0,1
ST-117,주말,7,0,0,0,1
ST-117,주말,8,0,0,0,1
ST-117,주말,9,0,0,0,4
ST-117,주말,10,0,0,0,3
ST-117,주말,11,0,0,0,2
ST-117,주말,13,0,0,0,1
ST-117,주말,14,0,0,0,5
ST-117,주말,15,0,0,0,6
ST-117,주말,16,0,0,0,7
ST-117,주말,17,0,0,0,8
ST-117,주말,18,0,0,0,13
ST-117,주말,19,0,0,0,9
ST-117,주말,20,0,0,0,1
ST-117,주말,21,0,0,0,1
ST-117,주말,22,0,0,0,1
ST-117,평일,6,0,0,0,1
ST-117,평일,7,0,0,0,10
ST-117,평일,8,0,0,0,15
ST-117,평일,10,0,0,0,9
ST-117,평일,11,0,0,0,9
ST-117,평일,12,0,0,0,7
ST-117,평일,13,0,0,0,14
ST-117,평일,14,0,0,0,11
ST-117,평일,15,0,0,0,7
ST-117,평일,16,0,0,0,9
ST-117,평일,17,0,0,0,18
ST-117,평일,18,0,0,0,21
ST-117,평일,19,0,0,0,14
ST-117,평일,20,0,0,0,14
ST-117,평일,21,0,0,0,14
ST-117,평일,22,0,0,0,11
ST-117,평일,23,0,0,0,3
ST-1171,주말,21,0,0,0,1
ST-1171,평일,0,0,0,0,1
ST-1171,평일,18,0,0,0,1
ST-1171,평일,20,0,0,0,1
ST-1171,평일,22,0,0,0,1
ST-1172,주말,20,0,0,0,1
ST-1173,평일,19,0,0,0,1
ST-1174,주말,11,0,0,0,1
ST-1174,평일,14,0,0,0,1
ST-1174,평일,19,0,0,0,1
ST-1178,평일,18,0,0,0,1
ST-118,주말,3,0,0,0,1
ST-118,주말,7,0,0,0,1
ST-118,주말,8,0,0,0,2
ST-118,주말,9,0,0,0,6
ST-118,주말,10,0,0,0,5
ST-118,주말,11,0,0,0,10
ST-118,주말,12,0,0,0,4
ST-118,주말,13,0,0,0,5
ST-118,주말,14,0,0,0,10
ST-118,주말,15,0,0,0,22
ST-118,주말,16,0,0,0,13
ST-118,주말,17,0,0,0,21
ST-118,주말,18,0,0,0,15
ST-118,주말,19,0,0,0,14
ST-118,주말,20,0,0,0,7
ST-118,주말,21,0,0,0,10
ST-118,주말,22,0,0,0,4
ST-118,평일,0,0,0,0,1
ST-118,평일,2,0,0,0,2
ST-118,평일,3,0,0,0,1
ST-118,평일,6,0,0,0,10
ST-118,평일,7,0,0,0,11
ST-118,평일,8,0,0,0,47
ST-118,평일,9,0,0,0,17
ST-118,평일,10,0,0,0,16
ST-118,평일,11,0,0,0,20
ST-118,평일,12,0,0,0,10
ST-118,평일,13,0,0,0,15
ST-118,평일,14,0,0,0,19
ST-118,평일,15,0,0,0,12
ST-118,평일,16,0,0,0,29
ST-118,평일,17,0,0,0,35
ST-118,평일,18,0,0,0,60
ST-118,평일,19,0,0,0,39
ST-118,평일,20,0,0,0,15
ST-118,평일,21,0,0,0,12
ST-118,평일,22,0,0,0,13
ST-118,평일,23,0,0,0,1
ST-1182,평일,7,0,0,0,2
ST-1188,주말,11,0,0,0,1
ST-1188,주말,14,0,0,0,1
ST-1188,주말,18,0,0,0,1
ST-1188,주말,20,0,0,0,1
ST-1188,평일,0,0,0,0,1
ST-1188,평일,1,0,0,0,1
ST-1188,평일,8,0,0,0,1
ST-1188,평일,13,0,0,0,1
ST-1188,평일,14,0,0,0,1
ST-1188,평일,16,0,0,0,1
ST-1188,평일,20,0,0,0,2
ST-1188,평일,21,0,0,0,3
ST-1188,평일,22,0,0,0,4
ST-119,주말,1,0,0,0,1
ST-119,주말,7,0,0,0,2
ST-119,주말,8,0,0,0,4
ST-119,주말,9,0,0,0,8
ST-119,주말,10,0,0,0,4
ST-119,주말,11,0,0,0,10
ST-119,주말,12,0,0,0,5
ST-119,주말,13,0,0,0,9
ST-119,주말,14,0,0,0,7
ST-119,주말,15,0,0,0,8
ST-119,주말,16,0,0,0,7
ST-119,주말,17,0,0,0,9
ST-119,주말,18,0,0,0,9
ST-119,주말,19,0,0,0,7
ST-119,주말,20,0,0,0,6
ST-119,주말,21,0,0,0,14
ST-119,주말,22,0,0,0,3
ST-119,주말,23,0,0,0,3
ST-119,평일,0,0,0,0,7
ST-119,평일,1,0,0,0,1
ST-119,평일,2,0,0,0,1
ST-119,평일,3,0,0,0,1
ST-119,평일,5,0,0,0,4
ST-119,평일,6,0,0,0,25
ST-119,평일,7,0,0,0,86
ST-119,평일,8,0,0,0,155
ST-119,평일,9,0,0,0,62
ST-119,평일,10,0,0,0,37
ST-119,평일,11,0,0,0,51
ST-119,평일,12,0,0,0,55
ST-119,평일,13,0,0,0,55
ST-119,평일,14,0,0,0,57
ST-119,평일,15,0,0,0,29
ST-119,평일,16,0,0,0,36
ST-119,평일,17,0,0,0,68
ST-119,평일,18,0,0,0,132
ST-119,평일,19,0,0,0,33
ST-119,평일,20,0,0,0,33
ST-119,평일,21,0,0,0,26
ST-119,평일,22,0,0,0,7
ST-119,평일,23,0,0,0,3
ST-1190,주말,23,0,0,0,1
ST-1190,평일,8,0,0,0,1
ST-1190,평일,18,0,0,0,1
ST-1190,평일,21,0,0,0,1
ST-1191,평일,4,0,0,0,1
ST-1192,평일,8,0,0,0,1
ST-1192,평일,9,0,0,0,1
ST-1193,주말,19,0,0,0,1
ST-1193,평일,20,0,0,0,1
ST-1194,평일,16,0,0,0,1
ST-1195,주말,5,0,0,0,1
ST-1195,주말,8,0,0,0,3
ST-1195,주말,9,0,0,0,2
ST-1195,주말,21,0,0,0,1
ST-1195,평일,0,0,0,0,1
ST-1195,평일,4,0,0,0,1
ST-1195,평일,7,0,0,0,11
ST-1195,평일,8,0,0,0,7
ST-1195,평일,16,0,0,0,1
ST-1195,평일,17,0,0,0,1
ST-1195,평일,18,0,0,0,5
ST-1195,평일,19,0,0,0,2
ST-1195,평일,21,0,0,0,5
ST-1195,평일,22,0,0,0,1
ST-1197,주말,0,0,0,0,5
ST-1197,주말,1,0,0,0,1
ST-1197,주말,2,0,0,0,4
ST-1197,주말,3,0,0,0,2
ST-1197,주말,4,0,0,0,1
ST-1197,주말,8,0,0,0,2
ST-1197,주말,9,0,0,0,4
ST-1197,주말,10,0,0,0,1
ST-1197,주말,11,0,0,0,3
ST-1197,주말,13,0,0,0,2
ST-1197,주말,14,0,0,0,5
ST-1197,주말,15,0,0,0,5
ST-1197,주말,16,0,0,0,3
ST-1197,주말,17,0,0,0,10
ST-1197,주말,18,0,0,0,9
ST-1197,주말,19,0,0,0,5
ST-1197,주말,20,0,0,0,7
ST-1197,주말,21,0,0,0,2
ST-1197,주말,22,0,0,0,4
ST-1197,주말,23,0,0,0,2
ST-1197,평일,0,0,0,0,4
ST-1197,평일,2,0,0,0,2
ST-1197,평일,3,0,0,0,3
ST-1197,평일,4,0,0,0,1
ST-1197,평일,5,0,0,0,1
ST-1197,평일,7,0,0,0,12
ST-1197,평일,8,0,0,0,20
ST-1197,평일,9,0,0,0,11
ST-1197,평일,10,0,0,0,17
ST-1197,평일,11,0,0,0,15
ST-1197,평일,12,0,0,0,11
ST-1197,평일,13,0,0,0,6
ST-1197,평일,14,0,0,0,6
ST-1197,평일,15,0,0,0,17
ST-1197,평일,16,0,0,0,5
ST-1197,평일,17,0,0,0,32
ST-1197,평일,18,0,0,0,16
ST-1197,평일,19,0,0,0,24
ST-1197,평일,20,0,0,0,16
ST-1197,평일,21,0,0,0,16
ST-1197,평일,22,0,0,0,12
ST-1197,평일,23,0,0,0,10
ST-1198,주말,0,0,0,0,4
ST-1198,주말,1,0,0,0,4
ST-1198,주말,2,0,0,0,2
ST-1198,주말,3,0,0,0,2
ST-1198,주말,4,0,0,0,2
ST-1198,주말,5,0,0,0,1
ST-1198,주말,6,0,0,0,3
ST-1198,주말,7,0,0,0,6
ST-1198,주말,8,0,0,0,4
ST-1198,주말,9,0,0,0,14
ST-1198,주말,10,0,0,0,7
ST-1198,주말,11,0,0,0,7
ST-1198,주말,12,0,0,0,7
ST-1198,주말,13,0,0,0,9
ST-1198,주말,14,0,0,0,11
ST-1198,주말,15,0,0,0,9
ST-1198,주말,16,0,0,0,12
ST-1198,주말,17,0,0,0,13
ST-1198,주말,18,0,0,0,20
ST-1198,주말,19,0,0,0,8
ST-1198,주말,20,0,0,0,10
ST-1198,주말,21,0,0,0,7
ST-1198,주말,22,0,0,0,11
ST-1198,주말,23,0,0,0,13
ST-1198,평일,0,0,0,0,22
ST-1198,평일,1,0,0,0,10
ST-1198,평일,2,0,0,0,4
ST-1198,평일,3,0,0,0,1
ST-1198,평일,4,0,0,0,6
ST-1198,평일,5,0,0,0,2
ST-1198,평일,6,0,0,0,13
ST-1198,평일,7,0,0,0,32
ST-1198,평일,8,0,0,0,44
ST-1198,평일,9,0,0,0,29
ST-1198,평일,10,0,0,0,16
ST-1198,평일,11,0,0,0,6
ST-1198,평일,12,0,0,0,14
ST-1198,평일,13,0,0,0,10
ST-1198,평일,14,0,0,0,25
ST-1198,평일,15,0,0,0,16
ST-1198,평일,16,0,0,0,17
ST-1198,평일,17,0,0,0,21
ST-1198,평일,18,0,0,0,51
ST-1198,평일,19,0,0,0,36
ST-1198,평일,20,0,0,0,28
ST-1198,평일,21,0,0,0,39
ST-1198,평일,22,0,0,0,30
ST-1198,평일,23,0,0,0,32
ST-1199,주말,16,0,0,0,3
ST-1199,주말,20,0,0,0,2
ST-1199,주말,21,0,0,0,2
ST-1199,평일,15,0,0,0,2
ST-1199,평일,19,0,0,0,1
ST-12,평일,7,0,0,0,4
ST-12,평일,8,0,0,0,1
ST-12,평일,21,0,0,0,2
ST-1200,주말,7,0,0,0,1
ST-1200,주말,10,0,0,0,3
ST-1200,주말,13,0,0,0,2
ST-1200,주말,14,0,0,0,1
ST-1200,주말,15,0,0,0,2
ST-1200,주말,16,0,0,0,2
ST-1200,주말,17,0,0,0,1
ST-1200,주말,18,0,0,0,2
ST-1200,주말,19,0,0,0,6
ST-1200,주말,20,0,0,0,2
ST-1200,평일,5,0,0,0,9
ST-1200,평일,6,0,0,0,9
ST-1200,평일,7,0,0,0,6
ST-1200,평일,8,0,0,0,14
ST-1200,평일,9,0,0,0,1
ST-1200,평일,12,0,0,0,5
ST-1200,평일,13,0,0,0,2
ST-1200,평일,16,0,0,0,2
ST-1200,평일,17,0,0,0,2
ST-1200,평일,18,0,0,0,7
ST-1200,평일,19,0,0,0,2
ST-1200,평일,20,0,0,0,2
ST-1200,평일,21,0,0,0,1
ST-1200,평일,22,0,0,0,4
ST-1200,평일,23,0,0,0,1
ST-1201,주말,2,0,0,0,1
ST-1201,주말,11,0,0,0,4
ST-1201,주말,13,0,0,0,1
ST-1201,주말,14,0,0,0,3
ST-1201,주말,15,0,0,0,3
ST-1201,주말,16,0,0,0,3
ST-1201,주말,17,0,0,0,3
ST-1201,주말,18,0,0,0,1
ST-1201,주말,19,0,0,0,1
ST-1201,주말,20,0,0,0,1
ST-1201,주말,21,0,0,0,5
ST-1201,평일,0,0,0,0,4
ST-1201,평일,7,0,0,0,2
ST-1201,평일,8,0,0,0,3
ST-1201,평일,9,0,0,0,1
ST-1201,평일,11,0,0,0,5
ST-1201,평일,12,0,0,0,1
ST-1201,평일,13,0,0,0,3
ST-1201,평일,14,0,0,0,1
ST-1201,평일,16,0,0,0,2
ST-1201,평일,17,0,0,0,7
ST-1201,평일,18,0,0,0,3
ST-1201,평일,19,0,0,0,4
ST-1201,평일,20,0,0,0,3
ST-1201,평일,21,0,0,0,7
ST-1201,평일,22,0,0,0,4
ST-1201,평일,23,0,0,0,1
ST-1202,주말,5,0,0,0,1
ST-1202,주말,6,0,0,0,6
ST-1202,주말,7,0,0,0,1
ST-1202,주말,8,0,0,0,5
ST-1202,주말,9,0,0,0,2
ST-1202,주말,10,0,0,0,1
ST-1202,주말,11,0,0,0,3
ST-1202,주말,12,0,0,0,1
ST-1202,주말,15,0,0,0,1
ST-1202,주말,17,0,0,0,1
ST-1202,주말,21,0,0,0,1
ST-1202,평일,3,0,0,0,1
ST-1202,평일,6,0,0,0,13
ST-1202,평일,7,0,0,0,2
ST-1202,평일,8,0,0,0,23
ST-1202,평일,9,0,0,0,2
ST-1202,평일,10,0,0,0,5
ST-1202,평일,11,0,0,0,1
ST-1202,평일,12,0,0,0,4
ST-1202,평일,13,0,0,0,1
ST-1202,평일,14,0,0,0,3
ST-1202,평일,15,0,0,0,1
ST-1202,평일,16,0,0,0,2
ST-1202,평일,18,0,0,0,1
ST-1202,평일,19,0,0,0,2
ST-1202,평일,21,0,0,0,3
ST-1202,평일,22,0,0,0,1
ST-1203,주말,10,0,0,0,1
ST-1203,평일,4,0,0,0,3
ST-1203,평일,7,0,0,0,2
ST-1203,평일,8,0,0,0,3
ST-1203,평일,14,0,0,0,1
ST-1203,평일,22,0,0,0,1
ST-1206,주말,0,0,0,0,1
ST-1206,주말,14,0,0,0,1
ST-1206,주말,20,0,0,0,1
ST-1206,평일,8,0,0,0,1
ST-1206,평일,14,0,0,0,2
ST-1206,평일,16,0,0,0,2
ST-1206,평일,17,0,0,0,1
ST-1207,주말,0,0,0,0,1
ST-1207,주말,6,0,0,0,1
ST-1207,주말,7,0,0,0,1
ST-1207,주말,8,0,0,0,1
ST-1207,주말,9,0,0,0,1
ST-1207,주말,10,0,0,0,4
ST-1207,주말,14,0,0,0,1
ST-1207,주말,19,0,0,0,1
ST-1207,주말,20,0,0,0,1
ST-1207,평일,0,0,0,0,2
ST-1207,평일,6,0,0,0,6
ST-1207,평일,8,0,0,0,2
ST-1207,평일,11,0,0,0,1
ST-1207,평일,12,0,0,0,1
ST-1207,평일,16,0,0,0,1
ST-1207,평일,17,0,0,0,1
ST-1207,평일,19,0,0,0,1
ST-1207,평일,20,0,0,0,1
ST-1207,평일,21,0,0,0,2
ST-1207,평일,22,0,0,0,2
ST-1208,주말,0,0,0,0,1
ST-1208,주말,17,0,0,0,1
ST-1208,평일,5,0,0,0,1
ST-1208,평일,7,0,0,0,1
ST-1208,평일,14,0,0,0,1
ST-121,주말,8,0,0,0,2
ST-121,주말,10,0,0,0,4
ST-121,주말,12,0,0,0,2
ST-121,주말,13,0,0,0,2
ST-121,주말,14,0,0,0,1
ST-121,주말,15,0,0,0,8
ST-121,주말,16,0,0,0,4
ST-121,주말,17,0,0,0,11
ST-121,주말,18,0,0,0,9
ST-121,주말,19,0,0,0,13
ST-121,주말,20,0,0,0,1
ST-121,주말,21,0,0,0,4
ST-121,주말,22,0,0,0,4
ST-121,평일,0,0,0,0,1
ST-121,평일,6,0,0,0,2
ST-121,평일,7,0,0,0,17
ST-121,평일,8,0,0,0,61
ST-121,평일,9,0,0,0,17
ST-121,평일,10,0,0,0,17
ST-121,평일,11,0,0,0,47
ST-121,평일,12,0,0,0,24
ST-121,평일,13,0,0,0,36
ST-121,평일,14,0,0,0,26
ST-121,평일,15,0,0,0,28
ST-121,평일,16,0,0,0,60
ST-121,평일,17,0,0,0,65
ST-121,평일,18,0,0,0,88
ST-121,평일,19,0,0,0,26
ST-121,평일,20,0,0,0,14
ST-121,평일,21,0,0,0,14
ST-121,평일,22,0,0,0,5
ST-121,평일,23,0,0,0,1
ST-1210,주말,8,0,0,0,4
ST-1210,주말,14,0,0,0,1
ST-1210,평일,5,0,0,0,4
ST-1210,평일,6,0,0,0,7
ST-1210,평일,8,0,0,0,5
ST-1211,주말,10,0,0,0,1
ST-1211,주말,11,0,0,0,1
ST-1211,평일,6,0,0,0,2
ST-1211,평일,8,0,0,0,2
ST-1212,평일,7,0,0,0,2
ST-1212,평일,8,0,0,0,2
ST-1213,평일,16,0,0,0,1
ST-1215,주말,0,0,0,0,1
ST-1215,주말,2,0,0,0,2
ST-1215,주말,3,0,0,0,3
ST-1215,주말,6,0,0,0,5
ST-1215,주말,7,0,0,0,2
ST-1215,주말,8,0,0,0,1
ST-1215,주말,9,0,0,0,3
ST-1215,주말,11,0,0,0,4
ST-1215,주말,12,0,0,0,1
ST-1215,주말,14,0,0,0,2
ST-1215,주말,15,0,0,0,4
ST-1215,주말,16,0,0,0,2
ST-1215,주말,17,0,0,0,2
ST-1215,주말,18,0,0,0,4
ST-1215,주말,19,0,0,0,6
ST-1215,주말,20,0,0,0,2
ST-1215,주말,21,0,0,0,2
ST-1215,평일,0,0,0,0,1
ST-1215,평일,1,0,0,0,1
ST-1215,평일,2,0,0,0,4
ST-1215,평일,3,0,0,0,1
ST-1215,평일,4,0,0,0,1
ST-1215,평일,6,0,0,0,3
ST-1215,평일,7,0,0,0,7
ST-1215,평일,8,0,0,0,12
ST-1215,평일,9,0,0,0,6
ST-1215,평일,10,0,0,0,4
ST-1215,평일,11,0,0,0,6
ST-1215,평일,12,0,0,0,2
ST-1215,평일,13,0,0,0,2
ST-1215,평일,14,0,0,0,5
ST-1215,평일,15,0,0,0,1
ST-1215,평일,16,0,0,0,2
ST-1215,평일,17,0,0,0,5
ST-1215,평일,18,0,0,0,3
ST-1215,평일,19,0,0,0,17
ST-1215,평일,20,0,0,0,3
ST-1215,평일,21,0,0,0,2
ST-1215,평일,22,0,0,0,2
ST-1215,평일,23,0,0,0,1
ST-1216,주말,3,0,0,0,1
ST-1216,주말,9,0,0,0,1
ST-1216,주말,16,0,0,0,1
ST-1216,주말,17,0,0,0,1
ST-1216,주말,18,0,0,0,1
ST-1216,주말,19,0,0,0,1
ST-1216,주말,20,0,0,0,1
ST-1216,평일,6,0,0,0,1
ST-1216,평일,7,0,0,0,1
ST-1216,평일,8,0,0,0,6
ST-1216,평일,9,0,0,0,1
ST-1216,평일,12,0,0,0,1
ST-1216,평일,13,0,0,0,1
ST-1217,주말,17,0,0,0,1
ST-1217,평일,3,0,0,0,1
ST-1217,평일,19,0,0,0,2
ST-123,주말,0,0,0,0,1
ST-123,주말,7,0,0,0,1
ST-123,주말,9,0,0,0,2
ST-123,주말,10,0,0,0,1
ST-123,주말,11,0,0,0,1
ST-123,주말,12,0,0,0,3
ST-123,주말,13,0,0,0,3
ST-123,주말,14,0,0,0,4
ST-123,주말,15,0,0,0,4
ST-123,주말,16,0,0,0,2
ST-123,주말,17,0,0,0,6
ST-123,주말,18,0,0,0,2
ST-123,주말,19,0,0,0,2
ST-123,주말,20,0,0,0,1
ST-123,주말,23,0,0,0,1
ST-123,평일,0,0,0,0,1
ST-123,평일,5,0,0,0,1
ST-123,평일,7,0,0,0,14
ST-123,평일,8,0,0,0,27
ST-123,평일,9,0,0,0,13
ST-123,평일,10,0,0,0,4
ST-123,평일,11,0,0,0,15
ST-123,평일,12,0,0,0,14
ST-123,평일,13,0,0,0,14
ST-123,평일,14,0,0,0,10
ST-123,평일,15,0,0,0,5
ST-123,평일,16,0,0,0,12
ST-123,평일,17,0,0,0,38
ST-123,평일,18,0,0,0,29
ST-123,평일,19,0,0,0,16
ST-123,평일,20,0,0,0,9
ST-123,평일,21,0,0,0,8
ST-123,평일,22,0,0,0,2
ST-124,주말,0,0,0,0,1
ST-124,주말,3,0,0,0,1
ST-124,주말,5,0,0,0,1
ST-124,주말,8,0,0,0,3
ST-124,주말,9,0,0,0,1
ST-124,주말,10,0,0,0,3
ST-124,주말,11,0,0,0,8
ST-124,주말,12,0,0,0,7
ST-124,주말,13,0,0,0,5
ST-124,주말,14,0,0,0,10
ST-124,주말,15,0,0,0,9
ST-124,주말,16,0,0,0,10
ST-124,주말,17,0,0,0,7
ST-124,주말,18,0,0,0,7
ST-124,주말,19,0,0,0,3
ST-124,주말,20,0,0,0,3
ST-124,주말,21,0,0,0,2
ST-124,주말,22,0,0,0,1
ST-124,평일,0,0,0,0,3
ST-124,평일,6,0,0,0,6
ST-124,평일,7,0,0,0,51
ST-124,평일,8,0,0,0,66
ST-124,평일,9,0,0,0,47
ST-124,평일,10,0,0,0,34
ST-124,평일,11,0,0,0,84
ST-124,평일,12,0,0,0,57
ST-124,평일,13,0,0,0,51
ST-124,평일,14,0,0,0,39
ST-124,평일,15,0,0,0,40
ST-124,평일,16,0,0,0,85
ST-124,평일,17,0,0,0,259
ST-124,평일,18,0,0,0,160
ST-124,평일,19,0,0,0,38
ST-124,평일,20,0,0,0,21
ST-124,평일,21,0,0,0,17
ST-124,평일,22,0,0,0,6
ST-124,평일,23,0,0,0,1
ST-1249,주말,14,0,0,0,1
ST-125,주말,10,0,0,0,2
ST-125,주말,11,0,0,0,4
ST-125,주말,12,0,0,0,4
ST-125,주말,13,0,0,0,2
ST-125,주말,14,0,0,0,4
ST-125,주말,15,0,0,0,2
ST-125,주말,16,0,0,0,4
ST-125,주말,18,0,0,0,1
ST-125,주말,20,0,0,0,1
ST-125,주말,22,0,0,0,1
ST-125,주말,23,0,0,0,1
ST-125,평일,0,0,0,0,2
ST-125,평일,6,0,0,0,5
ST-125,평일,7,0,0,0,4
ST-125,평일,8,0,0,0,12
ST-125,평일,9,0,0,0,7
ST-125,평일,10,0,0,0,12
ST-125,평일,11,0,0,0,23
ST-125,평일,12,0,0,0,14
ST-125,평일,13,0,0,0,13
ST-125,평일,14,0,0,0,17
ST-125,평일,15,0,0,0,9
ST-125,평일,16,0,0,0,23
ST-125,평일,17,0,0,0,33
ST-125,평일,18,0,0,0,32
ST-125,평일,19,0,0,0,11
ST-125,평일,20,0,0,0,7
ST-125,평일,21,0,0,0,9
ST-125,평일,22,0,0,0,5
ST-125,평일,23,0,0,0,3
ST-126,주말,0,0,2,2,0
ST-126,주말,1,0,2,3,0
ST-126,주말,3,0,1,0,0
ST-126,주말,7,0,1,2,0
ST-126,주말,8,0,1,6,0
ST-126,주말,9,0,0,6,0
ST-126,주말,10,1,1,6,0
ST-126,주말,11,0,2,11,0
ST-126,주말,12,0,6,15,0
ST-126,주말,13,1,4,5,0
ST-126,주말,14,0,4,10,0
ST-126,주말,15,1,6,9,0
ST-126,주말,16,1,7,10,0
ST-126,주말,17,0,14,10,0
ST-126,주말,18,0,6,21,0
ST-126,주말,19,2,5,14,0
ST-126,주말,20,0,5,11,0
ST-126,주말,21,0,3,4,0
ST-126,주말,22,0,0,4,0
ST-126,주말,23,0,3,4,0
