대여소_ID,주간,시간대,대여건수,반납건수,총이용건수,잔여자전거수,동일대여소대여반납,중구내대여반납,유출량,유입량
ST-3053,주말,12,7,5,12,47,0,6,1,2
ST-3053,주말,13,11,1,12,42,1,6,4,2
ST-3053,주말,14,9,5,14,32,0,3,6,3
ST-3053,주말,15,7,0,7,44,0,2,5,0
ST-3053,주말,16,12,4,16,39,3,6,3,1
ST-3053,주말,17,21,3,24,55,1,7,13,0
ST-3053,주말,18,10,3,13,37,0,5,5,1
ST-3053,주말,19,8,0,8,48,1,5,2,0
ST-3053,주말,20,11,3,14,55,1,2,8,1
ST-3053,주말,21,10,3,13,61,0,2,8,3
ST-3053,주말,22,6,2,8,57,0,3,3,1
ST-3053,주말,23,3,2,5,54,0,1,2,0
ST-3053,평일,0,5,9,14,45,0,4,1,3
ST-3053,평일,1,6,3,9,51,0,0,6,2
ST-3053,평일,2,4,1,5,46,0,1,3,2
ST-3053,평일,3,5,1,6,43,0,1,4,1
ST-3053,평일,4,5,1,6,39,0,2,3,0
ST-3053,평일,5,2,1,3,0,0,0,2,1
ST-3053,평일,6,15,1,16,34,0,13,2,3
ST-3053,평일,7,43,21,64,19,0,27,16,16
ST-3053,평일,8,137,7,144,45,0,81,56,9
ST-3053,평일,9,44,3,47,50,0,30,14,2
ST-3053,평일,10,13,3,16,33,0,6,7,0
ST-3053,평일,11,11,4,15,35,0,6,5,3
ST-3053,평일,12,10,2,12,27,0,1,9,2
ST-3053,평일,13,11,3,14,21,0,7,4,2
ST-3053,평일,14,5,3,8,23,0,1,4,1
ST-3053,평일,15,19,4,23,45,0,4,15,3
ST-3053,평일,16,16,3,19,89,0,4,12,2
ST-3053,평일,17,30,10,40,65,0,19,11,7
ST-3053,평일,18,52,19,71,66,0,6,46,7
ST-3053,평일,19,20,6,26,47,0,9,11,1
ST-3053,평일,20,36,5,41,47,0,11,25,4
ST-3053,평일,21,44,6,50,93,0,11,33,6
ST-3053,평일,22,26,8,34,55,0,7,19,2
ST-3053,평일,23,13,0,13,42,0,4,9,0
ST-3161,주말,0,2,0,2,3,0,1,1,0
ST-3161,주말,1,0,2,2,2,0,0,0,1
ST-3161,주말,2,0,0,0,3,0,0,0,0
ST-3161,주말,3,0,0,0,3,0,0,0,0
ST-3161,주말,4,0,0,0,3,0,0,0,0
ST-3161,주말,5,0,0,0,0,0,0,0,0
ST-3161,주말,6,0,1,1,3,0,0,0,1
ST-3161,주말,7,0,1,1,4,0,0,0,0
ST-3161,주말,8,0,1,1,5,0,0,0,1
ST-3161,주말,9,3,1,4,6,0,2,1,0
ST-3161,주말,10,0,0,0,5,0,0,0,0
ST-3161,주말,11,2,1,3,4,0,0,2,0
ST-3161,주말,12,1,3,4,4,0,1,0,1
ST-3161,주말,13,4,1,5,6,1,1,2,0
ST-3161,주말,14,2,2,4,2,0,1,1,2
ST-3161,주말,15,3,4,7,2,1,0,2,0
ST-3161,주말,16,3,3,6,5,0,0,3,0
ST-3161,주말,17,1,2,3,5,1,0,0,2
ST-3161,주말,18,3,4,7,3,0,0,3,7
ST-3161,주말,19,2,12,14,10,1,0,1,2
ST-3161,주말,20,4,1,5,17,0,2,2,0
ST-3161,주말,21,4,3,7,14,0,2,2,2
ST-3161,주말,22,10,3,13,11,1,1,8,0
ST-3161,주말,23,2,2,4,6,0,1,1,0
ST-3161,평일,0,0,0,0,7,0,0,0,0
ST-3161,평일,1,2,3,5,8,0,1,1,1
ST-3161,평일,2,2,0,2,8,0,2,0,1
ST-3161,평일,3,1,1,2,6,0,0,1,0
ST-3161,평일,4,1,1,2,6,1,0,0,0
ST-3161,평일,5,0,0,0,0,0,0,0,0
ST-3161,평일,6,1,1,2,6,0,1,0,0
ST-3161,평일,7,7,2,9,6,0,3,4,5
ST-3161,평일,8,3,7,10,1,0,3,0,7
ST-3161,평일,9,21,25,46,6,1,15,5,6
ST-3161,평일,10,11,15,26,9,2,6,3,5
ST-3161,평일,11,15,16,31,14,2,9,4,4
ST-3161,평일,12,16,15,31,27,1,12,3,3
ST-3161,평일,13,11,12,23,25,1,8,2,4
ST-3161,평일,14,14,14,28,27,2,6,6,2
ST-3161,평일,15,9,11,20,30,0,6,3,3
ST-3161,평일,16,17,9,26,37,6,8,3,0
ST-3161,평일,17,14,18,32,21,2,10,2,14
ST-3161,평일,18,28,18,46,24,0,15,13,6
ST-3161,평일,19,17,20,37,20,2,8,7,4
ST-3161,평일,20,19,11,30,25,1,8,10,6
ST-3161,평일,21,16,9,25,15,0,11,5,2
ST-3161,평일,22,1,3,4,6,0,1,0,2
ST-3161,평일,23,5,0,5,7,0,2,3,0
ST-3210,주말,0,10,7,17,149,1,5,4,6
ST-3210,주말,1,6,12,18,154,0,5,1,2
ST-3210,주말,2,4,5,9,139,1,1,2,4
ST-3210,주말,3,5,7,12,143,0,2,3,5
ST-3210,주말,4,2,5,7,144,1,0,1,1
ST-3210,주말,5,2,2,4,0,0,2,0,0
ST-3210,주말,6,12,4,16,144,1,4,7,0
ST-3210,주말,7,18,5,23,121,0,9,9,2
ST-3210,주말,8,16,3,19,100,0,13,3,1
ST-3210,주말,9,18,14,32,88,0,8,10,11
ST-3210,주말,10,28,18,46,81,3,18,7,5
ST-3210,주말,11,18,16,34,69,2,8,8,4
ST-3210,주말,12,13,18,31,59,3,7,3,7
ST-3210,주말,13,17,13,30,55,2,12,3,9
ST-3210,주말,14,17,22,39,57,5,8,4,6
ST-3210,주말,15,27,16,43,59,1,18,8,10
ST-3210,주말,16,20,22,42,45,6,10,4,8
ST-3210,주말,17,25,37,62,49,5,11,9,16
ST-3210,주말,18,28,41,69,59,3,14,11,12
ST-3210,주말,19,21,34,55,75,10,5,6,9
ST-3210,주말,20,39,33,72,83,5,20,14,11
ST-3210,주말,21,35,35,70,79,5,16,14,16
ST-3210,주말,22,7,36,43,86,0,6,1,8
ST-3210,주말,23,9,23,32,105,2,7,0,3
ST-3210,평일,0,32,24,56,265,2,23,7,19
ST-3210,평일,1,8,16,24,286,1,4,3,2
ST-3210,평일,2,5,19,24,294,0,4,1,10
ST-3210,평일,3,6,13,19,308,1,1,4,9
ST-3210,평일,4,6,18,24,315,2,2,2,5
ST-3210,평일,5,36,9,45,0,15,18,3,5
ST-3210,평일,6,101,22,123,298,24,59,18,2
ST-3210,평일,7,103,14,117,204,1,76,26,0
ST-3210,평일,8,88,96,184,91,0,65,23,24
ST-3210,평일,9,46,33,79,74,2,34,10,21
ST-3210,평일,10,47,46,93,49,3,35,9,12
ST-3210,평일,11,27,26,53,56,3,12,12,11
ST-3210,평일,12,29,39,68,59,4,11,14,10
ST-3210,평일,13,44,37,81,41,3,26,15,13
ST-3210,평일,14,31,56,87,36,7,17,7,20
ST-3210,평일,15,32,55,87,64,10,12,10,20
ST-3210,평일,16,45,54,99,77,8,21,16,14
ST-3210,평일,17,56,128,184,75,4,31,21,47
ST-3210,평일,18,84,118,202,147,5,33,46,41
ST-3210,평일,19,92,100,192,191,6,42,44,26
ST-3210,평일,20,102,88,190,200,12,49,41,44
ST-3210,평일,21,88,81,169,178,16,48,24,37
ST-3210,평일,22,38,129,167,178,12,18,8,33
ST-3210,평일,23,13,59,72,279,1,6,6,4
ST-3255,주말,0,1,0,1,17,0,0,1,0
ST-3255,주말,1,4,0,4,19,0,0,4,0
ST-3255,주말,2,0,0,0,14,0,0,0,0
ST-3255,주말,3,0,0,0,14,0,0,0,0
ST-3255,주말,4,3,0,3,14,1,1,1,0
ST-3255,주말,5,1,4,5,0,0,0,1,1
ST-3255,주말,6,0,3,3,14,0,0,0,1
ST-3255,주말,7,1,2,3,17,0,0,1,3
ST-3255,주말,8,4,7,11,17,0,4,0,3
ST-3255,주말,9,7,7,14,20,0,3,4,5
ST-3255,주말,10,8,5,13,23,1,4,3,5
ST-3255,주말,11,8,4,12,19,1,2,5,4
ST-3255,주말,12,5,5,10,10,0,4,1,1
ST-3255,주말,13,5,1,6,14,0,4,1,1
ST-3255,주말,14,2,2,4,11,0,2,0,0
ST-3255,주말,15,5,7,12,12,1,2,2,1
ST-3255,주말,16,5,6,11,10,0,2,3,2
ST-3255,주말,17,4,4,8,15,0,1,3,2
ST-3255,주말,18,8,8,16,14,1,4,3,3
ST-3255,주말,19,8,5,13,12,1,3,4,0
ST-3255,주말,20,7,5,12,11,0,3,4,1
ST-3255,주말,21,1,3,4,10,0,0,1,1
ST-3255,주말,22,0,7,7,14,0,0,0,2
ST-3255,주말,23,3,4,7,19,0,1,2,3
ST-3255,평일,0,5,2,7,28,0,0,5,1
ST-3255,평일,1,0,0,0,25,0,0,0,0
ST-3255,평일,2,0,1,1,25,0,0,0,0
ST-3255,평일,3,3,0,3,26,0,0,3,1
ST-3255,평일,4,2,1,3,24,0,1,1,5
ST-3255,평일,5,4,7,11,0,0,0,4,9
ST-3255,평일,6,8,10,18,24,0,6,2,7
ST-3255,평일,7,42,41,83,26,0,29,13,30
ST-3255,평일,8,43,96,139,29,2,16,25,34
ST-3255,평일,9,56,49,105,83,1,34,21,20
ST-3255,평일,10,22,22,44,72,1,11,10,10
ST-3255,평일,11,32,16,48,76,9,13,10,6
ST-3255,평일,12,21,23,44,62,2,11,8,8
ST-3255,평일,13,23,24,47,65,1,17,5,7
ST-3255,평일,14,27,16,43,65,2,18,7,4
ST-3255,평일,15,19,18,37,48,0,14,5,4
ST-3255,평일,16,22,25,47,57,1,7,14,14
ST-3255,평일,17,41,24,65,58,0,13,28,12
ST-3255,평일,18,34,16,50,35,0,17,17,2
ST-3255,평일,19,15,11,26,22,1,9,5,2
ST-3255,평일,20,11,11,22,22,1,6,4,8
ST-3255,평일,21,17,24,41,26,2,5,10,10
ST-3255,평일,22,17,11,28,25,2,8,7,5
ST-3255,평일,23,7,14,21,21,0,1,6,5
ST-3291,주말,0,3,2,5,16,0,1,2,2
ST-3291,주말,1,3,3,6,18,0,0,3,1
ST-3291,주말,2,9,2,11,17,0,2,7,2
ST-3291,주말,3,0,1,1,13,0,0,0,1
ST-3291,주말,4,0,0,0,14,0,0,0,0
ST-3291,주말,5,1,0,1,0,0,1,0,0
ST-3291,주말,6,0,2,2,14,0,0,0,0
ST-3291,주말,7,0,0,0,16,0,0,0,1
ST-3291,주말,8,7,4,11,16,0,4,3,4
ST-3291,주말,9,2,3,5,13,0,2,0,1
ST-3291,주말,10,1,1,2,14,0,1,0,1
ST-3291,주말,11,2,3,5,13,0,2,0,2
ST-3291,주말,12,5,3,8,11,0,1,4,3
ST-3291,주말,13,7,9,16,17,0,3,4,6
ST-3291,주말,14,6,7,13,15,1,1,4,5
ST-3291,주말,15,11,18,29,22,1,3,7,9
ST-3291,주말,16,12,9,21,21,0,4,8,7
ST-3291,주말,17,16,15,31,18,1,9,6,6
ST-3291,주말,18,12,13,25,18,0,5,7,8
ST-3291,주말,19,9,8,17,19,0,4,5,6
ST-3291,주말,20,11,8,19,19,2,2,7,2
ST-3291,주말,21,8,6,14,13,0,2,6,3
ST-3291,주말,22,5,1,6,12,0,2,3,1
ST-3291,주말,23,2,7,9,9,0,1,1,1
ST-3291,평일,0,7,3,10,23,0,0,7,1
ST-3291,평일,1,6,2,8,20,0,3,3,0
ST-3291,평일,2,2,1,3,17,0,0,2,0
ST-3291,평일,3,1,2,3,16,0,0,1,1
ST-3291,평일,4,2,3,5,17,0,1,1,1
ST-3291,평일,5,7,1,8,0,0,6,1,1
ST-3291,평일,6,4,5,9,15,1,2,1,2
ST-3291,평일,7,11,18,29,17,0,7,4,30
ST-3291,평일,8,19,31,50,25,0,13,6,20
ST-3291,평일,9,24,12,36,35,0,2,22,7
ST-3291,평일,10,14,15,29,26,1,3,10,11
ST-3291,평일,11,13,34,47,30,1,5,7,23
ST-3291,평일,12,38,45,83,57,9,20,9,14
ST-3291,평일,13,23,25,48,54,1,9,13,10
ST-3291,평일,14,20,24,44,56,10,6,4,9
ST-3291,평일,15,23,46,69,63,1,12,10,30
ST-3291,평일,16,45,23,68,89,5,21,19,14
ST-3291,평일,17,59,39,98,50,10,17,32,16
ST-3291,평일,18,72,53,125,24,2,19,51,18
ST-3291,평일,19,23,25,48,20,3,6,14,15
ST-3291,평일,20,30,31,61,24,0,13,17,18
ST-3291,평일,21,21,25,46,25,0,4,17,16
ST-3291,평일,22,25,19,44,30,2,7,16,10
ST-3291,평일,23,12,16,28,24,0,5,7,3
ST-3297,주말,0,6,0,6,11,0,3,3,0
ST-3297,주말,1,2,1,3,5,0,1,1,1
ST-3297,주말,2,2,0,2,3,0,1,1,0
ST-3297,주말,3,0,0,0,2,0,0,0,0
ST-3297,주말,4,1,0,1,1,0,0,1,0
ST-3297,주말,5,0,0,0,0,0,0,0,0
ST-3297,주말,6,0,0,0,1,0,0,0,0
ST-3297,주말,7,2,1,3,1,0,0,2,2
ST-3297,주말,8,3,7,10,2,0,1,2,6
ST-3297,주말,9,7,3,10,6,2,0,5,1
ST-3297,주말,10,6,6,12,3,0,0,6,7
ST-3297,주말,11,5,8,13,1,1,0,4,2
ST-3297,주말,12,8,7,15,6,0,0,8,8
ST-3297,주말,13,9,17,26,9,0,4,5,14
ST-3297,주말,14,15,12,27,15,1,4,10,12
ST-3297,주말,15,17,22,39,12,0,3,14,9
ST-3297,주말,16,21,29,50,14,0,5,16,28
ST-3297,주말,17,38,27,65,18,0,11,27,23
ST-3297,주말,18,38,38,76,11,0,15,23,21
ST-3297,주말,19,21,17,38,13,0,3,18,22
ST-3297,주말,20,23,27,50,10,0,11,12,9
ST-3297,주말,21,7,12,19,7,0,2,5,13
ST-3297,주말,22,9,5,14,11,0,4,5,3
ST-3297,주말,23,3,3,6,13,0,0,3,0
ST-3297,평일,0,7,1,8,5,0,0,7,1
ST-3297,평일,1,3,0,3,3,0,2,1,0
ST-3297,평일,2,1,1,2,2,0,0,1,0
ST-3297,평일,3,0,1,1,2,0,0,0,1
ST-3297,평일,4,0,0,0,4,0,0,0,0
ST-3297,평일,5,0,1,1,0,0,0,0,2
ST-3297,평일,6,7,20,27,5,0,3,4,36
ST-3297,평일,7,86,82,168,14,1,8,77,79
ST-3297,평일,8,84,87,171,10,0,3,81,66
ST-3297,평일,9,61,61,122,11,0,5,56,49
ST-3297,평일,10,24,27,51,7,0,6,18,18
ST-3297,평일,11,27,36,63,12,0,12,15,23
ST-3297,평일,12,32,56,88,25,0,9,23,31
ST-3297,평일,13,43,44,87,45,2,8,33,32
ST-3297,평일,14,47,53,100,95,2,19,26,47
ST-3297,평일,15,48,50,98,154,0,12,36,31
ST-3297,평일,16,62,106,168,157,2,28,32,102
ST-3297,평일,17,185,286,471,233,5,53,127,248
ST-3297,평일,18,453,288,741,408,8,117,328,231
ST-3297,평일,19,189,106,295,214,3,38,148,71
ST-3297,평일,20,101,46,147,142,1,24,76,32
ST-3297,평일,21,72,35,107,86,1,24,47,28
ST-3297,평일,22,51,39,90,41,0,15,36,19
ST-3297,평일,23,18,8,26,29,0,6,12,3
ST-3305,주말,0,8,4,12,25,0,1,7,1
ST-3305,주말,1,5,2,7,19,0,3,2,0
ST-3305,주말,2,2,2,4,16,0,0,2,2
ST-3305,주말,3,2,2,4,17,1,0,1,1
ST-3305,주말,4,0,2,2,17,0,0,0,1
ST-3305,주말,5,4,1,5,0,1,3,0,0
ST-3305,주말,6,3,1,4,15,2,0,1,0
ST-3305,주말,7,0,0,0,14,0,0,0,1
ST-3305,주말,8,4,2,6,8,1,2,1,0
ST-3305,주말,9,6,1,7,10,1,5,0,0
ST-3305,주말,10,9,6,15,8,1,6,2,2
ST-3305,주말,11,4,3,7,5,1,2,1,1
ST-3305,주말,12,8,6,14,2,2,6,0,1
ST-3305,주말,13,5,5,10,1,1,2,2,3
ST-3305,주말,14,4,6,10,2,0,3,1,0
ST-3305,주말,15,3,6,9,4,0,1,2,1
ST-3305,주말,16,8,10,18,7,3,3,2,2
ST-3305,주말,17,14,14,28,9,2,3,9,2
ST-3305,주말,18,9,9,18,8,1,3,5,3
ST-3305,주말,19,9,7,16,9,0,8,1,1
ST-3305,주말,20,5,10,15,7,2,0,3,5
ST-3305,주말,21,4,11,15,17,3,0,1,2
ST-3305,주말,22,5,9,14,22,1,2,2,4
ST-3305,주말,23,3,7,10,24,0,2,1,0
ST-3305,평일,0,8,3,11,36,0,5,3,3
ST-3305,평일,1,3,5,8,33,0,0,3,3
ST-3305,평일,2,7,4,11,35,2,0,5,1
ST-3305,평일,3,2,1,3,31,0,0,2,0
ST-3305,평일,4,0,0,0,30,0,0,0,0
ST-3305,평일,5,5,2,7,0,0,5,0,0
ST-3305,평일,6,8,3,11,27,0,5,3,0
ST-3305,평일,7,16,17,33,22,0,14,2,31
ST-3305,평일,8,43,37,80,17,0,24,19,14
ST-3305,평일,9,20,26,46,12,0,13,7,7
ST-3305,평일,10,15,10,25,16,2,12,1,4
ST-3305,평일,11,13,18,31,14,3,6,4,4
ST-3305,평일,12,19,16,35,19,1,9,9,5
ST-3305,평일,13,14,15,29,14,1,6,7,8
ST-3305,평일,14,13,23,36,16,3,6,4,4
ST-3305,평일,15,21,21,42,29,5,7,9,4
ST-3305,평일,16,22,21,43,22,6,13,3,4
ST-3305,평일,17,35,27,62,18,3,21,11,11
ST-3305,평일,18,34,37,71,9,0,10,24,12
ST-3305,평일,19,13,17,30,18,0,10,3,11
ST-3305,평일,20,21,27,48,17,5,10,6,6
ST-3305,평일,21,23,33,56,26,1,7,15,5
ST-3305,평일,22,11,18,29,28,0,4,7,4
ST-3305,평일,23,3,10,13,35,1,1,1,2
ST-338,주말,0,15,4,19,61,1,7,7,6
ST-338,주말,1,6,4,10,59,0,3,3,1
ST-338,주말,2,6,3,9,56,0,3,3,1
ST-338,주말,3,11,5,16,54,5,0,6,1
ST-338,주말,4,3,2,5,49,2,1,0,0
ST-338,주말,5,0,4,4,0,0,0,0,3
ST-338,주말,6,3,2,5,50,0,0,3,0
ST-338,주말,7,5,5,10,50,1,1,3,1
ST-338,주말,8,8,7,15,49,3,2,3,1
ST-338,주말,9,8,6,14,50,0,4,4,1
ST-338,주말,10,7,6,13,50,2,4,1,5
ST-338,주말,11,5,9,14,60,0,3,2,2
ST-338,주말,12,15,13,28,59,2,5,8,8
ST-338,주말,13,15,14,29,76,2,6,7,5
ST-338,주말,14,21,21,42,87,3,8,10,19
ST-338,주말,15,38,17,55,99,1,17,20,5
ST-338,주말,16,28,20,48,73,1,5,22,15
ST-338,주말,17,29,18,47,53,1,16,12,1
ST-338,주말,18,24,18,42,38,1,9,14,15
ST-338,주말,19,15,15,30,37,4,7,4,3
ST-338,주말,20,15,7,22,38,4,5,6,6
ST-338,주말,21,19,21,40,79,2,7,10,6
ST-338,주말,22,19,8,27,75,4,3,12,1
ST-338,주말,23,12,16,28,69,0,4,8,2
ST-338,평일,0,15,6,21,63,0,11,4,1
ST-338,평일,1,14,8,22,57,1,4,9,1
ST-338,평일,2,6,5,11,51,0,4,2,3
ST-338,평일,3,8,5,13,51,0,3,5,0
ST-338,평일,4,8,17,25,51,0,2,6,1
ST-338,평일,5,14,2,16,0,0,13,1,1
ST-338,평일,6,4,31,35,45,0,0,4,33
ST-338,평일,7,51,79,130,71,1,35,15,59
ST-338,평일,8,36,98,134,101,2,16,18,70
ST-338,평일,9,57,48,105,163,6,24,27,20
ST-338,평일,10,53,43,96,155,6,21,26,4
ST-338,평일,11,39,32,71,173,4,17,18,14
ST-338,평일,12,43,43,86,163,5,18,20,18
ST-338,평일,13,44,44,88,164,9,23,12,17
ST-338,평일,14,40,36,76,172,5,18,17,15
ST-338,평일,15,62,34,96,223,6,41,15,12
ST-338,평일,16,78,43,121,190,10,20,48,18
ST-338,평일,17,104,45,149,155,4,26,74,23
ST-338,평일,18,114,82,196,122,3,39,72,32
ST-338,평일,19,79,52,131,91,5,23,51,10
ST-338,평일,20,48,26,74,72,2,28,18,13
ST-338,평일,21,89,29,118,151,5,38,46,14
ST-338,평일,22,64,34,98,105,6,29,29,12
ST-338,평일,23,32,21,53,74,5,14,13,0
ST-943,주말,0,7,3,10,15,0,4,3,3
ST-943,주말,1,5,0,5,16,0,1,4,1
ST-943,주말,2,1,2,3,11,0,1,0,1
ST-943,주말,3,2,1,3,11,0,0,2,1
ST-943,주말,4,2,1,3,12,0,1,1,0
ST-943,주말,5,0,1,1,0,0,0,0,1
ST-943,주말,6,4,4,8,11,0,0,4,3
ST-943,주말,7,1,11,12,11,0,0,1,17
ST-943,주말,8,9,12,21,20,0,2,7,7
ST-943,주말,9,12,11,23,22,0,5,7,6
ST-943,주말,10,10,11,21,23,0,1,9,11
ST-943,주말,11,10,7,17,21,1,6,3,2
ST-943,주말,12,14,13,27,22,1,1,12,8
ST-943,주말,13,14,7,21,18,0,5,9,9
ST-943,주말,14,15,22,37,17,1,6,8,15
ST-943,주말,15,21,22,43,23,1,7,13,9
ST-943,주말,16,22,16,38,14,1,12,9,9
ST-943,주말,17,16,33,49,14,0,4,12,26
ST-943,주말,18,31,27,58,27,3,15,13,18
ST-943,주말,19,17,23,40,27,1,6,10,10
ST-943,주말,20,17,16,33,33,1,4,12,6
ST-943,주말,21,13,9,22,33,0,3,10,6
ST-943,주말,22,8,8,16,24,0,1,7,3
ST-943,주말,23,3,4,7,26,0,1,2,1
ST-943,평일,0,10,4,14,29,0,4,6,1
ST-943,평일,1,5,3,8,23,0,1,4,2
ST-943,평일,2,4,5,9,22,0,1,3,4
ST-943,평일,3,3,1,4,21,0,0,3,1
ST-943,평일,4,0,2,2,20,0,0,0,0
ST-943,평일,5,2,3,5,0,0,0,2,1
ST-943,평일,6,16,30,46,24,0,4,12,51
ST-943,평일,7,58,93,151,39,0,19,39,94
ST-943,평일,8,172,135,307,72,3,49,120,76
ST-943,평일,9,46,31,77,33,3,20,23,25
ST-943,평일,10,28,60,88,19,7,10,11,46
ST-943,평일,11,45,54,99,59,6,21,18,31
ST-943,평일,12,53,49,102,53,8,19,26,24
ST-943,평일,13,37,51,88,56,3,19,15,24
ST-943,평일,14,44,58,102,69,4,16,24,37
ST-943,평일,15,53,52,105,79,9,15,29,26
ST-943,평일,16,53,73,126,76,9,14,30,52
ST-943,평일,17,157,106,263,75,4,57,96,65
ST-943,평일,18,138,134,272,51,5,45,88,79
ST-943,평일,19,77,69,146,35,0,29,48,43
ST-943,평일,20,43,36,79,36,0,8,35,15
ST-943,평일,21,21,26,47,27,0,6,15,7
ST-943,평일,22,27,20,47,28,0,3,24,13
ST-943,평일,23,10,10,20,21,0,4,6,5
ST-944,주말,0,4,5,9,3,0,1,3,3
ST-944,주말,1,3,4,7,4,0,3,0,2
ST-944,주말,2,4,5,9,4,0,2,2,2
ST-944,주말,3,4,6,10,8,0,2,2,4
ST-944,주말,4,3,2,5,7,0,1,2,3
ST-944,주말,5,0,1,1,0,0,0,0,0
ST-944,주말,6,3,0,3,8,0,3,0,4
ST-944,주말,7,1,6,7,5,0,1,0,5
ST-944,주말,8,4,8,12,8,0,3,1,5
ST-944,주말,9,9,1,10,11,0,6,3,0
ST-944,주말,10,4,1,5,6,0,0,4,0
ST-944,주말,11,2,3,5,3,0,1,1,1
ST-944,주말,12,4,5,9,4,0,3,1,1
ST-944,주말,13,6,5,11,4,0,6,0,3
ST-944,주말,14,7,8,15,5,0,4,3,5
ST-944,주말,15,7,14,21,4,0,4,3,4
ST-944,주말,16,18,17,35,11,1,10,7,10
ST-944,주말,17,21,24,45,7,0,13,8,2
ST-944,주말,18,10,8,18,7,1,7,2,5
ST-944,주말,19,10,10,20,10,0,8,2,6
ST-944,주말,20,12,12,24,8,0,7,5,2
ST-944,주말,21,7,16,23,14,0,4,3,5
ST-944,주말,22,13,12,25,16,4,3,6,1
ST-944,주말,23,11,5,16,11,0,6,5,0
ST-944,평일,0,11,7,18,10,0,5,6,2
ST-944,평일,1,9,18,27,7,0,2,7,11
ST-944,평일,2,12,9,21,18,0,5,7,3
ST-944,평일,3,7,4,11,16,1,4,2,1
ST-944,평일,4,3,2,5,14,0,2,1,1
ST-944,평일,5,1,0,1,0,0,0,1,0
ST-944,평일,6,8,4,12,15,1,7,0,15
ST-944,평일,7,24,31,55,11,0,19,5,45
ST-944,평일,8,51,59,110,18,1,37,13,13
ST-944,평일,9,28,23,51,23,4,17,7,7
ST-944,평일,10,26,32,58,20,3,18,5,9
ST-944,평일,11,50,56,106,23,18,25,7,8
ST-944,평일,12,47,42,89,36,9,34,4,6
ST-944,평일,13,47,59,106,27,11,26,10,10
ST-944,평일,14,37,36,73,46,3,21,13,13
ST-944,평일,15,53,46,99,34,6,26,21,12
ST-944,평일,16,49,58,107,36,8,26,15,9
ST-944,평일,17,92,94,186,28,7,54,31,34
ST-944,평일,18,99,78,177,30,3,57,39,24
ST-944,평일,19,35,37,72,23,0,13,22,12
ST-944,평일,20,30,31,61,18,0,18,12,13
ST-944,평일,21,28,28,56,16,0,18,10,5
ST-944,평일,22,38,27,65,22,3,13,22,2
ST-944,평일,23,10,18,28,5,1,8,1,3
ST-946,주말,0,29,9,38,117,0,3,26,10
ST-946,주말,1,6,6,12,101,0,0,6,5
ST-946,주말,2,0,4,4,97,0,0,0,3
ST-946,주말,3,5,8,13,103,0,0,5,1
ST-946,주말,4,3,3,6,105,0,2,1,1
ST-946,주말,5,5,5,10,0,0,4,1,3
ST-946,주말,6,5,2,7,107,1,1,3,1
ST-946,주말,7,9,5,14,103,0,2,7,6
ST-946,주말,8,11,8,19,98,0,5,6,8
ST-946,주말,9,16,17,33,87,0,5,11,10
ST-946,주말,10,9,9,18,95,1,1,7,7
ST-946,주말,11,7,9,16,90,0,1,6,6
ST-946,주말,12,17,20,37,72,0,3,14,8
ST-946,주말,13,25,27,52,90,4,6,15,19
ST-946,주말,14,15,20,35,94,1,5,9,16
ST-946,주말,15,16,29,45,95,4,5,7,15
ST-946,주말,16,25,32,57,97,2,8,15,22
ST-946,주말,17,33,34,67,113,0,9,24,26
ST-946,주말,18,26,36,62,110,2,4,20,23
ST-946,주말,19,30,29,59,120,1,1,28,17
ST-946,주말,20,28,24,52,103,1,6,21,20
ST-946,주말,21,30,30,60,99,2,5,23,22
ST-946,주말,22,12,34,46,106,1,3,8,21
ST-946,주말,23,17,19,36,127,1,6,10,6
ST-946,평일,0,71,11,82,229,2,6,63,8
ST-946,평일,1,14,8,22,181,0,3,11,6
ST-946,평일,2,12,10,22,175,0,1,11,6
ST-946,평일,3,15,11,26,173,0,4,11,17
ST-946,평일,4,24,19,43,176,0,15,9,7
ST-946,평일,5,14,15,29,0,0,6,8,8
ST-946,평일,6,52,14,66,168,0,25,27,6
ST-946,평일,7,114,50,164,130,0,60,54,38
ST-946,평일,8,130,89,219,64,0,64,66,63
ST-946,평일,9,39,33,72,36,0,17,22,22
ST-946,평일,10,15,16,31,25,0,7,8,11
ST-946,평일,11,27,39,66,32,2,9,16,12
ST-946,평일,12,33,31,64,44,1,19,13,11
ST-946,평일,13,30,36,66,37,2,7,21,24
ST-946,평일,14,24,23,47,51,2,7,15,10
ST-946,평일,15,19,37,56,49,2,4,13,26
ST-946,평일,16,43,50,93,72,0,17,26,29
ST-946,평일,17,44,125,169,68,3,9,32,80
ST-946,평일,18,126,161,287,170,2,24,100,77
ST-946,평일,19,60,109,169,190,2,8,50,70
ST-946,평일,20,68,79,147,241,5,12,51,28
ST-946,평일,21,75,92,167,231,1,16,58,61
ST-946,평일,22,73,80,153,249,3,17,53,38
ST-946,평일,23,23,27,50,253,4,5,14,11
ST-977,주말,0,1,0,1,8,0,0,1,0
ST-977,주말,1,2,0,2,7,0,0,2,0
ST-977,주말,2,0,0,0,6,0,0,0,0
ST-977,주말,3,0,0,0,6,0,0,0,0
ST-977,주말,4,0,1,1,6,0,0,0,1
ST-977,주말,5,0,4,4,0,0,0,0,4
ST-977,주말,6,1,1,2,11,0,0,1,3
