대여소자치구,대여소_ID,대여소번호,주간,시간대,대여건수,반납건수,총이용건수,잔여자전거수
중구,ST-116,300,주말,0,1,2,3,5
중구,ST-116,300,주말,1,1,1,2,7
중구,ST-116,300,주말,2,4,2,6,6
중구,ST-116,300,주말,3,0,0,0,5
중구,ST-116,300,주말,4,0,0,0,5
중구,ST-116,300,주말,5,0,1,1,5
중구,ST-116,300,주말,6,0,0,0,6
중구,ST-116,300,주말,7,4,4,8,6
중구,ST-116,300,주말,8,6,14,20,6
중구,ST-116,300,주말,9,8,12,20,10
중구,ST-116,300,주말,10,11,12,23,13
중구,ST-116,300,주말,11,11,5,16,13
중구,ST-116,300,주말,12,12,17,29,10
중구,ST-116,300,주말,13,18,25,43,20
중구,ST-116,300,주말,14,15,14,29,23
중구,ST-116,300,주말,15,22,20,42,19
중구,ST-116,300,주말,16,25,24,49,16
중구,ST-116,300,주말,17,22,13,35,20
중구,ST-116,300,주말,18,22,21,43,7
중구,ST-116,300,주말,19,11,13,24,4
중구,ST-116,300,주말,20,11,11,22,10
중구,ST-116,300,주말,21,8,9,17,7
중구,ST-116,300,주말,22,5,3,8,8
중구,ST-116,300,주말,23,3,2,5,4
중구,ST-116,300,평일,0,3,1,4,5
중구,ST-116,300,평일,1,3,2,5,3
중구,ST-116,300,평일,2,0,1,1,2
중구,ST-116,300,평일,3,1,0,1,2
중구,ST-116,300,평일,4,1,0,1,1
중구,ST-116,300,평일,5,0,9,9,1
중구,ST-116,300,평일,6,9,4,13,9
중구,ST-116,300,평일,7,62,110,172,5
중구,ST-116,300,평일,8,160,176,336,46
중구,ST-116,300,평일,9,66,57,123,47
중구,ST-116,300,평일,10,45,47,92,33
중구,ST-116,300,평일,11,57,51,108,37
중구,ST-116,300,평일,12,37,31,68,28
중구,ST-116,300,평일,13,47,52,99,31
중구,ST-116,300,평일,14,31,56,87,32
중구,ST-116,300,평일,15,62,43,105,53
중구,ST-116,300,평일,16,46,33,79,32
중구,ST-116,300,평일,17,62,44,106,18
중구,ST-116,300,평일,18,72,90,162,2
중구,ST-116,300,평일,19,49,42,91,14
중구,ST-116,300,평일,20,37,30,67,13
중구,ST-116,300,평일,21,20,18,38,8
중구,ST-116,300,평일,22,11,11,22,4
중구,ST-116,300,평일,23,3,4,7,2
중구,ST-126,310,주말,0,4,1,5,4
중구,ST-126,310,주말,1,5,5,10,4
중구,ST-126,310,주말,2,0,0,0,4
중구,ST-126,310,주말,3,1,1,2,4
중구,ST-126,310,주말,4,0,0,0,4
중구,ST-126,310,주말,5,0,4,4,4
중구,ST-126,310,주말,6,0,2,2,7
중구,ST-126,310,주말,7,3,3,6,9
중구,ST-126,310,주말,8,7,8,15,9
중구,ST-126,310,주말,9,6,8,14,10
중구,ST-126,310,주말,10,8,13,21,12
중구,ST-126,310,주말,11,13,11,24,14
중구,ST-126,310,주말,12,21,11,32,9
중구,ST-126,310,주말,13,10,12,22,4
중구,ST-126,310,주말,14,14,15,29,5
중구,ST-126,310,주말,15,16,20,36,8
중구,ST-126,310,주말,16,18,25,43,8
중구,ST-126,310,주말,17,24,18,42,5
중구,ST-126,310,주말,18,27,23,50,8
중구,ST-126,310,주말,19,21,17,38,5
중구,ST-126,310,주말,20,16,11,27,6
중구,ST-126,310,주말,21,7,10,17,2
중구,ST-126,310,주말,22,4,10,14,4
중구,ST-126,310,주말,23,7,4,11,5
중구,ST-126,310,평일,0,7,2,9,3
중구,ST-126,310,평일,1,1,1,2,1
중구,ST-126,310,평일,2,0,0,0,1
중구,ST-126,310,평일,3,0,2,2,1
중구,ST-126,310,평일,4,0,0,0,2
중구,ST-126,310,평일,5,2,4,6,2
중구,ST-126,310,평일,6,26,33,59,6
중구,ST-126,310,평일,7,48,81,129,12
중구,ST-126,310,평일,8,117,139,256,41
중구,ST-126,310,평일,9,84,115,199,52
중구,ST-126,310,평일,10,43,47,90,80
중구,ST-126,310,평일,11,102,79,181,74
중구,ST-126,310,평일,12,81,74,155,55
중구,ST-126,310,평일,13,56,82,138,50
중구,ST-126,310,평일,14,61,54,115,142
중구,ST-126,310,평일,15,62,49,111,212
중구,ST-126,310,평일,16,106,52,158,193
중구,ST-126,310,평일,17,143,103,246,125
중구,ST-126,310,평일,18,218,96,314,82
중구,ST-126,310,평일,19,53,39,92,21
중구,ST-126,310,평일,20,33,30,63,10
중구,ST-126,310,평일,21,48,45,93,6
중구,ST-126,310,평일,22,21,17,38,1
중구,ST-126,310,평일,23,4,11,15,4
중구,ST-134,318,주말,0,4,0,4,4
중구,ST-134,318,주말,1,1,1,2,2
중구,ST-134,318,주말,2,0,0,0,1
중구,ST-134,318,주말,3,0,0,0,1
중구,ST-134,318,주말,4,0,0,0,1
중구,ST-134,318,주말,5,0,1,1,1
중구,ST-134,318,주말,6,1,5,6,2
중구,ST-134,318,주말,7,2,3,5,4
중구,ST-134,318,주말,8,2,2,4,5
중구,ST-134,318,주말,9,5,8,13,7
중구,ST-134,318,주말,10,7,5,12,9
중구,ST-134,318,주말,11,6,5,11,11
중구,ST-134,318,주말,12,10,10,20,11
중구,ST-134,318,주말,13,10,17,27,9
중구,ST-134,318,주말,14,12,17,29,16
중구,ST-134,318,주말,15,26,15,41,22
중구,ST-134,318,주말,16,16,18,34,6
중구,ST-134,318,주말,17,29,26,55,12
중구,ST-134,318,주말,18,27,26,53,4
중구,ST-134,318,주말,19,8,7,15,4
중구,ST-134,318,주말,20,4,6,10,4
중구,ST-134,318,주말,21,14,8,22,7
중구,ST-134,318,주말,22,3,7,10,2
중구,ST-134,318,주말,23,8,8,16,4
중구,ST-134,318,평일,0,3,3,6,0
중구,ST-134,318,평일,1,6,4,10,0
중구,ST-134,318,평일,2,4,6,10,1
중구,ST-134,318,평일,3,2,1,3,3
중구,ST-134,318,평일,4,1,0,1,3
중구,ST-134,318,평일,5,1,0,1,3
중구,ST-134,318,평일,6,18,30,48,2
중구,ST-134,318,평일,7,44,108,152,12
중구,ST-134,318,평일,8,68,256,324,70
중구,ST-134,318,평일,9,55,70,125,247
중구,ST-134,318,평일,10,33,34,67,265
중구,ST-134,318,평일,11,125,62,187,275
중구,ST-134,318,평일,12,65,83,148,221
중구,ST-134,318,평일,13,66,57,123,236
중구,ST-134,318,평일,14,75,57,132,229
중구,ST-134,318,평일,15,58,44,102,205
중구,ST-134,318,평일,16,79,64,143,197
중구,ST-134,318,평일,17,148,64,212,176
중구,ST-134,318,평일,18,217,116,333,77
중구,ST-134,318,평일,19,68,59,127,15
중구,ST-134,318,평일,20,39,25,64,13
중구,ST-134,318,평일,21,21,16,37,4
중구,ST-134,318,평일,22,7,9,16,1
중구,ST-134,318,평일,23,5,2,7,4
중구,ST-136,320,주말,0,1,0,1,3
중구,ST-136,320,주말,1,2,4,6,2
중구,ST-136,320,주말,2,1,0,1,3
중구,ST-136,320,주말,3,0,0,0,3
중구,ST-136,320,주말,4,0,0,0,3
중구,ST-136,320,주말,5,0,0,0,3
중구,ST-136,320,주말,6,0,1,1,3
중구,ST-136,320,주말,7,1,6,7,3
중구,ST-136,320,주말,8,5,11,16,7
중구,ST-136,320,주말,9,6,13,19,9
중구,ST-136,320,주말,10,12,5,17,17
중구,ST-136,320,주말,11,12,14,26,13
중구,ST-136,320,주말,12,16,21,37,17
중구,ST-136,320,주말,13,25,28,53,16
중구,ST-136,320,주말,14,24,33,57,18
중구,ST-136,320,주말,15,19,27,46,28
중구,ST-136,320,주말,16,49,46,95,32
중구,ST-136,320,주말,17,40,28,68,31
중구,ST-136,320,주말,18,24,23,47,20
중구,ST-136,320,주말,19,32,18,50,19
중구,ST-136,320,주말,20,13,9,22,7
중구,ST-136,320,주말,21,7,7,14,5
중구,ST-136,320,주말,22,3,1,4,5
중구,ST-136,320,주말,23,1,0,1,3
중구,ST-136,320,평일,0,3,0,3,4
중구,ST-136,320,평일,1,0,2,2,3
중구,ST-136,320,평일,2,3,0,3,4
중구,ST-136,320,평일,3,0,0,0,2
중구,ST-136,320,평일,4,0,0,0,2
중구,ST-136,320,평일,5,1,3,4,2
중구,ST-136,320,평일,6,7,18,25,4
중구,ST-136,320,평일,7,21,121,142,12
중구,ST-136,320,평일,8,96,207,303,99
중구,ST-136,320,평일,9,79,107,186,205
중구,ST-136,320,평일,10,78,64,142,231
중구,ST-136,320,평일,11,125,106,231,223
중구,ST-136,320,평일,12,104,95,199,208
중구,ST-136,320,평일,13,96,86,182,201
중구,ST-136,320,평일,14,77,84,161,200
중구,ST-136,320,평일,15,109,91,200,206
중구,ST-136,320,평일,16,81,104,185,193
중구,ST-136,320,평일,17,197,105,302,203
중구,ST-136,320,평일,18,212,127,339,107
중구,ST-136,320,평일,19,70,48,118,39
중구,ST-136,320,평일,20,37,24,61,21
중구,ST-136,320,평일,21,27,14,41,9
중구,ST-136,320,평일,22,7,6,13,2
중구,ST-136,320,평일,23,4,5,9,1
중구,ST-137,321,주말,0,4,1,5,6
중구,ST-137,321,주말,1,4,2,6,6
중구,ST-137,321,주말,2,2,0,2,4
중구,ST-137,321,주말,3,0,1,1,5
중구,ST-137,321,주말,4,0,0,0,4
중구,ST-137,321,주말,5,0,2,2,4
중구,ST-137,321,주말,6,2,1,3,6
중구,ST-137,321,주말,7,0,4,4,5
중구,ST-137,321,주말,8,2,7,9,7
중구,ST-137,321,주말,9,6,14,20,17
중구,ST-137,321,주말,10,9,12,21,25
중구,ST-137,321,주말,11,7,9,16,28
중구,ST-137,321,주말,12,10,18,28,32
중구,ST-137,321,주말,13,17,10,27,33
중구,ST-137,321,주말,14,14,11,25,30
중구,ST-137,321,주말,15,20,8,28,28
중구,ST-137,321,주말,16,13,20,33,19
중구,ST-137,321,주말,17,29,17,46,21
중구,ST-137,321,주말,18,21,26,47,16
중구,ST-137,321,주말,19,19,17,36,19
중구,ST-137,321,주말,20,12,8,20,16
중구,ST-137,321,주말,21,19,7,26,11
중구,ST-137,321,주말,22,6,8,14,4
중구,ST-137,321,주말,23,2,5,7,2
중구,ST-137,321,평일,0,2,1,3,2
중구,ST-137,321,평일,1,1,3,4,2
중구,ST-137,321,평일,2,5,2,7,2
중구,ST-137,321,평일,3,5,5,10,1
중구,ST-137,321,평일,4,0,0,0,1
중구,ST-137,321,평일,5,12,29,41,1
중구,ST-137,321,평일,6,8,21,29,16
중구,ST-137,321,평일,7,14,45,59,28
중구,ST-137,321,평일,8,66,130,196,58
중구,ST-137,321,평일,9,47,73,120,119
중구,ST-137,321,평일,10,45,80,125,142
중구,ST-137,321,평일,11,78,75,153,168
중구,ST-137,321,평일,12,80,85,165,183
중구,ST-137,321,평일,13,94,55,149,168
중구,ST-137,321,평일,14,80,73,153,140
중구,ST-137,321,평일,15,69,106,175,131
중구,ST-137,321,평일,16,58,68,126,176
중구,ST-137,321,평일,17,118,65,183,167
중구,ST-137,321,평일,18,174,72,246,103
중구,ST-137,321,평일,19,68,42,110,24
중구,ST-137,321,평일,20,21,17,38,4
중구,ST-137,321,평일,21,23,23,46,6
중구,ST-137,321,평일,22,19,19,38,4
중구,ST-137,321,평일,23,3,14,17,4
중구,ST-138,322,주말,0,1,2,3,6
중구,ST-138,322,주말,1,3,0,3,6
중구,ST-138,322,주말,2,0,0,0,5
중구,ST-138,322,주말,3,0,0,0,5
중구,ST-138,322,주말,4,0,0,0,5
중구,ST-138,322,주말,5,0,1,1,5
중구,ST-138,322,주말,6,2,3,5,6
중구,ST-138,322,주말,7,2,7,9,7
중구,ST-138,322,주말,8,4,9,13,10
중구,ST-138,322,주말,9,5,12,17,15
중구,ST-138,322,주말,10,8,7,15,21
중구,ST-138,322,주말,11,9,18,27,21
중구,ST-138,322,주말,12,10,5,15,24
중구,ST-138,322,주말,13,20,10,30,20
중구,ST-138,322,주말,14,20,15,35,12
중구,ST-138,322,주말,15,11,21,32,10
중구,ST-138,322,주말,16,25,17,42,20
중구,ST-138,322,주말,17,15,15,30,9
중구,ST-138,322,주말,18,22,20,42,10
중구,ST-138,322,주말,19,6,6,12,6
중구,ST-138,322,주말,20,5,3,8,2
중구,ST-138,322,주말,21,4,4,8,2
중구,ST-138,322,주말,22,3,4,7,2
중구,ST-138,322,주말,23,2,4,6,5
중구,ST-138,322,평일,0,1,2,3,3
중구,ST-138,322,평일,1,3,2,5,6
중구,ST-138,322,평일,2,1,0,1,3
중구,ST-138,322,평일,3,0,0,0,3
중구,ST-138,322,평일,4,0,0,0,3
중구,ST-138,322,평일,5,1,15,16,3
중구,ST-138,322,평일,6,20,36,56,16
중구,ST-138,322,평일,7,34,32,66,30
중구,ST-138,322,평일,8,49,37,86,30
중구,ST-138,322,평일,9,15,38,53,17
중구,ST-138,322,평일,10,31,40,71,37
중구,ST-138,322,평일,11,30,33,63,45
중구,ST-138,322,평일,12,35,39,74,55
중구,ST-138,322,평일,13,31,28,59,57
중구,ST-138,322,평일,14,45,39,84,53
중구,ST-138,322,평일,15,24,39,63,41
중구,ST-138,322,평일,16,43,41,84,56
중구,ST-138,322,평일,17,75,48,123,50
중구,ST-138,322,평일,18,78,59,137,12
중구,ST-138,322,평일,19,38,39,77,16
중구,ST-138,322,평일,20,28,21,49,9
중구,ST-138,322,평일,21,16,11,27,7
중구,ST-138,322,평일,22,6,2,8,5
중구,ST-138,322,평일,23,1,0,1,0
중구,ST-140,324,주말,0,6,1,7,7
중구,ST-140,324,주말,1,0,0,0,5
중구,ST-140,324,주말,2,1,1,2,5
중구,ST-140,324,주말,3,0,0,0,5
중구,ST-140,324,주말,4,0,0,0,5
중구,ST-140,324,주말,5,0,0,0,5
중구,ST-140,324,주말,6,0,0,0,5
중구,ST-140,324,주말,7,1,1,2,5
중구,ST-140,324,주말,8,3,2,5,5
중구,ST-140,324,주말,9,2,12,14,4
중구,ST-140,324,주말,10,6,15,21,8
중구,ST-140,324,주말,11,11,13,24,12
중구,ST-140,324,주말,12,17,12,29,15
중구,ST-140,324,주말,13,12,11,23,15
중구,ST-140,324,주말,14,10,12,22,19
중구,ST-140,324,주말,15,16,31,47,18
중구,ST-140,324,주말,16,14,27,41,32
중구,ST-140,324,주말,17,29,24,53,41
중구,ST-140,324,주말,18,26,21,47,35
중구,ST-140,324,주말,19,19,16,35,32
중구,ST-140,324,주말,20,12,2,14,25
중구,ST-140,324,주말,21,5,5,10,17
중구,ST-140,324,주말,22,4,2,6,19
중구,ST-140,324,주말,23,3,5,8,18
중구,ST-140,324,평일,0,3,4,7,12
중구,ST-140,324,평일,1,2,0,2,12
중구,ST-140,324,평일,2,0,0,0,11
중구,ST-140,324,평일,3,2,1,3,10
중구,ST-140,324,평일,4,4,2,6,10
중구,ST-140,324,평일,5,0,3,3,10
중구,ST-140,324,평일,6,1,7,8,11
중구,ST-140,324,평일,7,16,31,47,15
중구,ST-140,324,평일,8,40,147,187,29
중구,ST-140,324,평일,9,27,30,57,123
중구,ST-140,324,평일,10,16,38,54,126
중구,ST-140,324,평일,11,44,61,105,143
중구,ST-140,324,평일,12,62,51,113,161
중구,ST-140,324,평일,13,56,39,95,147
중구,ST-140,324,평일,14,38,32,70,142
중구,ST-140,324,평일,15,42,52,94,133
중구,ST-140,324,평일,16,60,72,132,142
중구,ST-140,324,평일,17,101,59,160,156
중구,ST-140,324,평일,18,167,76,243,84
중구,ST-140,324,평일,19,50,30,80,24
중구,ST-140,324,평일,20,31,17,48,15
중구,ST-140,324,평일,21,7,11,18,8
중구,ST-140,324,평일,22,8,4,12,10
중구,ST-140,324,평일,23,0,3,3,4
중구,ST-1435,398,주말,0,13,7,20,13
중구,ST-1435,398,주말,1,7,3,10,9
중구,ST-1435,398,주말,2,4,3,7,11
중구,ST-1435,398,주말,3,1,2,3,8
중구,ST-1435,398,주말,4,3,1,4,7
중구,ST-1435,398,주말,5,1,1,2,7
중구,ST-1435,398,주말,6,1,2,3,7
중구,ST-1435,398,주말,7,0,2,2,7
중구,ST-1435,398,주말,8,5,6,11,7
중구,ST-1435,398,주말,9,4,9,13,10
중구,ST-1435,398,주말,10,9,6,15,14
중구,ST-1435,398,주말,11,5,7,12,10
중구,ST-1435,398,주말,12,13,16,29,14
중구,ST-1435,398,주말,13,16,19,35,19
중구,ST-1435,398,주말,14,27,29,56,11
중구,ST-1435,398,주말,15,30,28,58,18
중구,ST-1435,398,주말,16,33,64,97,23
중구,ST-1435,398,주말,17,59,72,131,38
중구,ST-1435,398,주말,18,74,79,153,50
중구,ST-1435,398,주말,19,66,37,103,41
중구,ST-1435,398,주말,20,27,21,48,16
중구,ST-1435,398,주말,21,25,22,47,12
중구,ST-1435,398,주말,22,19,19,38,15
중구,ST-1435,398,주말,23,8,7,15,14
중구,ST-1435,398,평일,0,12,7,19,5
중구,ST-1435,398,평일,1,8,6,14,4
중구,ST-1435,398,평일,2,3,3,6,2
중구,ST-1435,398,평일,3,2,1,3,2
중구,ST-1435,398,평일,4,0,5,5,1
중구,ST-1435,398,평일,5,2,1,3,1
중구,ST-1435,398,평일,6,11,23,34,4
중구,ST-1435,398,평일,7,39,44,83,14
중구,ST-1435,398,평일,8,105,140,245,20
중구,ST-1435,398,평일,9,73,49,122,38
중구,ST-1435,398,평일,10,39,59,98,21
중구,ST-1435,398,평일,11,79,100,179,38
중구,ST-1435,398,평일,12,66,82,148,55
중구,ST-1435,398,평일,13,99,115,214,63
중구,ST-1435,398,평일,14,94,79,173,76
중구,ST-1435,398,평일,15,94,120,214,80
중구,ST-1435,398,평일,16,100,115,215,91
중구,ST-1435,398,평일,17,199,207,406,114
중구,ST-1435,398,평일,18,266,223,489,81
중구,ST-1435,398,평일,19,143,98,241,50
중구,ST-1435,398,평일,20,95,88,183,34
중구,ST-1435,398,평일,21,57,49,106,22
중구,ST-1435,398,평일,22,36,33,69,12
중구,ST-1435,398,평일,23,20,18,38,5
중구,ST-1436,399,주말,0,4,2,6,53
중구,ST-1436,399,주말,1,7,7,14,55
중구,ST-1436,399,주말,2,4,1,5,54
중구,ST-1436,399,주말,3,1,6,7,53
중구,ST-1436,399,주말,4,0,3,3,57
중구,ST-1436,399,주말,5,1,0,1,57
중구,ST-1436,399,주말,6,5,0,5,60
중구,ST-1436,399,주말,7,8,0,8,56
중구,ST-1436,399,주말,8,8,4,12,52
중구,ST-1436,399,주말,9,13,9,22,47
중구,ST-1436,399,주말,10,16,15,31,55
중구,ST-1436,399,주말,11,16,11,27,60
중구,ST-1436,399,주말,12,11,11,22,69
중구,ST-1436,399,주말,13,17,9,26,68
중구,ST-1436,399,주말,14,26,13,39,76
중구,ST-1436,399,주말,15,19,9,28,92
중구,ST-1436,399,주말,16,20,17,37,99
중구,ST-1436,399,주말,17,26,10,36,100
중구,ST-1436,399,주말,18,19,15,34,80
중구,ST-1436,399,주말,19,20,5,25,79
중구,ST-1436,399,주말,20,12,10,22,63
중구,ST-1436,399,주말,21,5,13,18,65
중구,ST-1436,399,주말,22,12,17,29,68
중구,ST-1436,399,주말,23,2,7,9,78
중구,ST-1436,399,평일,0,21,9,30,138
중구,ST-1436,399,평일,1,11,7,18,132
중구,ST-1436,399,평일,2,5,5,10,127
중구,ST-1436,399,평일,3,2,1,3,126
중구,ST-1436,399,평일,4,11,2,13,124
중구,ST-1436,399,평일,5,24,0,24,124
중구,ST-1436,399,평일,6,34,2,36,91
중구,ST-1436,399,평일,7,48,8,56,62
중구,ST-1436,399,평일,8,40,30,70,19
중구,ST-1436,399,평일,9,27,11,38,30
중구,ST-1436,399,평일,10,10,4,14,32
중구,ST-1436,399,평일,11,12,6,18,48
중구,ST-1436,399,평일,12,15,15,30,46
중구,ST-1436,399,평일,13,9,13,22,45
중구,ST-1436,399,평일,14,19,11,30,61
중구,ST-1436,399,평일,15,22,12,34,113
중구,ST-1436,399,평일,16,46,24,70,128
중구,ST-1436,399,평일,17,52,35,87,123
중구,ST-1436,399,평일,18,82,84,166,100
중구,ST-1436,399,평일,19,37,63,100,116
중구,ST-1436,399,평일,20,39,46,85,144
중구,ST-1436,399,평일,21,53,29,82,156
중구,ST-1436,399,평일,22,46,29,75,124
중구,ST-1436,399,평일,23,12,23,35,120
중구,ST-1437,428,주말,0,0,0,0,2
중구,ST-1437,428,주말,1,0,1,1,2
중구,ST-1437,428,주말,2,1,0,1,3
중구,ST-1437,428,주말,3,0,0,0,2
중구,ST-1437,428,주말,4,0,1,1,4
중구,ST-1437,428,주말,5,0,0,0,4
중구,ST-1437,428,주말,6,1,2,3,2
중구,ST-1437,428,주말,7,0,2,2,3
중구,ST-1437,428,주말,8,2,3,5,6
중구,ST-1437,428,주말,9,2,1,3,8
중구,ST-1437,428,주말,10,2,3,5,12
중구,ST-1437,428,주말,11,0,4,4,6
중구,ST-1437,428,주말,12,5,6,11,8
중구,ST-1437,428,주말,13,9,5,14,9
중구,ST-1437,428,주말,14,7,9,16,8
중구,ST-1437,428,주말,15,10,15,25,12
중구,ST-1437,428,주말,16,10,7,17,12
중구,ST-1437,428,주말,17,14,12,26,16
중구,ST-1437,428,주말,18,15,12,27,10
중구,ST-1437,428,주말,19,6,4,10,10
중구,ST-1437,428,주말,20,4,3,7,7
중구,ST-1437,428,주말,21,5,4,9,6
중구,ST-1437,428,주말,22,3,0,3,4
중구,ST-1437,428,주말,23,1,0,1,1
중구,ST-1437,428,평일,0,2,3,5,2
중구,ST-1437,428,평일,1,4,1,5,1
중구,ST-1437,428,평일,2,1,1,2,2
중구,ST-1437,428,평일,3,0,1,1,1
중구,ST-1437,428,평일,4,0,1,1,3
중구,ST-1437,428,평일,5,3,4,7,3
중구,ST-1437,428,평일,6,6,10,16,3
중구,ST-1437,428,평일,7,16,14,30,6
중구,ST-1437,428,평일,8,21,38,59,9
중구,ST-1437,428,평일,9,21,19,40,30
중구,ST-1437,428,평일,10,27,28,55,32
중구,ST-1437,428,평일,11,42,19,61,31
중구,ST-1437,428,평일,12,22,39,61,13
중구,ST-1437,428,평일,13,32,38,70,40
중구,ST-1437,428,평일,14,35,26,61,39
중구,ST-1437,428,평일,15,33,32,65,34
중구,ST-1437,428,평일,16,47,36,83,33
중구,ST-1437,428,평일,17,38,32,70,13
중구,ST-1437,428,평일,18,40,38,78,7
중구,ST-1437,428,평일,19,25,26,51,12
중구,ST-1437,428,평일,20,14,16,30,7
중구,ST-1437,428,평일,21,15,6,21,7
중구,ST-1437,428,평일,22,7,6,13,1
중구,ST-1437,428,평일,23,0,3,3,1
중구,ST-1438,429,주말,0,0,0,0,10
중구,ST-1438,429,주말,1,0,0,0,10
중구,ST-1438,429,주말,2,1,0,1,9
중구,ST-1438,429,주말,3,1,1,2,8
중구,ST-1438,429,주말,4,1,0,1,8
중구,ST-1438,429,주말,5,0,2,2,8
중구,ST-1438,429,주말,6,0,0,0,9
중구,ST-1438,429,주말,7,0,0,0,9
중구,ST-1438,429,주말,8,0,0,0,9
중구,ST-1438,429,주말,9,0,0,0,15
중구,ST-1438,429,주말,10,1,0,1,15
중구,ST-1438,429,주말,11,2,0,2,16
중구,ST-1438,429,주말,12,1,2,3,14
중구,ST-1438,429,주말,13,3,3,6,15
중구,ST-1438,429,주말,14,2,0,2,12
중구,ST-1438,429,주말,15,1,1,2,12
중구,ST-1438,429,주말,16,1,1,2,11
중구,ST-1438,429,주말,17,1,2,3,17
중구,ST-1438,429,주말,18,0,2,2,19
중구,ST-1438,429,주말,19,6,2,8,22
중구,ST-1438,429,주말,20,1,3,4,18
중구,ST-1438,429,주말,21,1,0,1,20
중구,ST-1438,429,주말,22,1,1,2,18
중구,ST-1438,429,주말,23,0,0,0,18
중구,ST-1438,429,평일,0,2,3,5,34
중구,ST-1438,429,평일,1,1,1,2,34
중구,ST-1438,429,평일,2,0,0,0,35
중구,ST-1438,429,평일,3,3,0,3,35
중구,ST-1438,429,평일,4,1,0,1,32
중구,ST-1438,429,평일,5,6,2,8,32
중구,ST-1438,429,평일,6,4,0,4,28
중구,ST-1438,429,평일,7,13,2,15,22
중구,ST-1438,429,평일,8,5,2,7,16
중구,ST-1438,429,평일,9,4,0,4,12
중구,ST-1438,429,평일,10,3,0,3,9
중구,ST-1438,429,평일,11,1,0,1,6
중구,ST-1438,429,평일,12,3,2,5,12
중구,ST-1438,429,평일,13,1,6,7,11
중구,ST-1438,429,평일,14,5,0,5,23
중구,ST-1438,429,평일,15,1,5,6,27
중구,ST-1438,429,평일,16,9,4,13,36
중구,ST-1438,429,평일,17,1,0,1,33
중구,ST-1438,429,평일,18,10,5,15,35
중구,ST-1438,429,평일,19,7,11,18,34
중구,ST-1438,429,평일,20,10,5,15,31
중구,ST-1438,429,평일,21,4,8,12,31
중구,ST-1438,429,평일,22,6,2,8,29
중구,ST-1438,429,평일,23,2,3,5,28
중구,ST-1439,430,주말,0,1,12,13,31
중구,ST-1439,430,주말,1,8,9,17,43
중구,ST-1439,430,주말,2,3,10,13,45
중구,ST-1439,430,주말,3,6,1,7,50
중구,ST-1439,430,주말,4,3,1,4,48
중구,ST-1439,430,주말,5,6,0,6,48
중구,ST-1439,430,주말,6,6,2,8,44
중구,ST-1439,430,주말,7,17,3,20,40
중구,ST-1439,430,주말,8,7,3,10,21
중구,ST-1439,430,주말,9,2,5,7,22
중구,ST-1439,430,주말,10,12,8,20,23
중구,ST-1439,430,주말,11,5,20,25,22
중구,ST-1439,430,주말,12,13,9,22,28
중구,ST-1439,430,주말,13,10,11,21,25
중구,ST-1439,430,주말,14,10,17,27,25
중구,ST-1439,430,주말,15,19,23,42,32
중구,ST-1439,430,주말,16,21,9,30,39
중구,ST-1439,430,주말,17,12,16,28,26
중구,ST-1439,430,주말,18,19,11,30,28
중구,ST-1439,430,주말,19,10,12,22,23
중구,ST-1439,430,주말,20,12,9,21,21
중구,ST-1439,430,주말,21,23,38,61,28
중구,ST-1439,430,주말,22,22,14,36,35
중구,ST-1439,430,주말,23,6,14,20,25
중구,ST-1439,430,평일,0,24,22,46,72
중구,ST-1439,430,평일,1,16,23,39,79
중구,ST-1439,430,평일,2,19,18,37,84
중구,ST-1439,430,평일,3,15,1,16,77
중구,ST-1439,430,평일,4,10,4,14,59
중구,ST-1439,430,평일,5,18,4,22,59
중구,ST-1439,430,평일,6,26,20,46,49
중구,ST-1439,430,평일,7,29,43,72,33
중구,ST-1439,430,평일,8,82,74,156,47
중구,ST-1439,430,평일,9,35,54,89,35
중구,ST-1439,430,평일,10,45,23,68,53
중구,ST-1439,430,평일,11,36,49,85,34
중구,ST-1439,430,평일,12,42,43,85,49
중구,ST-1439,430,평일,13,31,42,73,50
중구,ST-1439,430,평일,14,37,41,78,63
중구,ST-1439,430,평일,15,47,21,68,59
중구,ST-1439,430,평일,16,43,40,83,45
중구,ST-1439,430,평일,17,58,43,101,36
중구,ST-1439,430,평일,18,81,93,174,25
중구,ST-1439,430,평일,19,76,66,142,30
중구,ST-1439,430,평일,20,44,32,76,30
중구,ST-1439,430,평일,21,35,69,104,26
중구,ST-1439,430,평일,22,44,46,90,48
중구,ST-1439,430,평일,23,13,39,52,49
중구,ST-1440,431,주말,0,31,30,61,119
중구,ST-1440,431,주말,1,27,30,57,118
중구,ST-1440,431,주말,2,20,19,39,127
중구,ST-1440,431,주말,3,8,18,26,128
중구,ST-1440,431,주말,4,15,8,23,138
중구,ST-1440,431,주말,5,26,6,32,138
중구,ST-1440,431,주말,6,19,31,50,117
중구,ST-1440,431,주말,7,19,37,56,127
중구,ST-1440,431,주말,8,29,34,63,98
중구,ST-1440,431,주말,9,43,45,88,100
중구,ST-1440,431,주말,10,45,50,95,113
중구,ST-1440,431,주말,11,52,49,101,121
중구,ST-1440,431,주말,12,47,37,84,118
중구,ST-1440,431,주말,13,52,51,103,149
중구,ST-1440,431,주말,14,67,65,132,149
중구,ST-1440,431,주말,15,75,85,160,121
중구,ST-1440,431,주말,16,96,67,163,134
중구,ST-1440,431,주말,17,111,91,202,112
중구,ST-1440,431,주말,18,82,104,186,91
