대여소자치구,대여소_ID,대여소번호,주간,시간대,대여건수,반납건수,총이용건수,잔여자전거수
중구,ST-944,390,평일,21,28,28,56,15
중구,ST-944,390,평일,22,38,27,65,18
중구,ST-944,390,평일,23,10,18,28,4
중구,ST-946,826,주말,0,29,9,38,88
중구,ST-946,826,주말,1,6,6,12,75
중구,ST-946,826,주말,2,0,4,4,76
중구,ST-946,826,주말,3,5,8,13,81
중구,ST-946,826,주말,4,3,3,6,83
중구,ST-946,826,주말,5,5,5,10,83
중구,ST-946,826,주말,6,5,2,7,86
중구,ST-946,826,주말,7,9,5,14,82
중구,ST-946,826,주말,8,11,8,19,81
중구,ST-946,826,주말,9,16,17,33,77
중구,ST-946,826,주말,10,9,9,18,77
중구,ST-946,826,주말,11,7,9,16,66
중구,ST-946,826,주말,12,17,20,37,64
중구,ST-946,826,주말,13,25,27,52,71
중구,ST-946,826,주말,14,15,20,35,73
중구,ST-946,826,주말,15,16,29,45,77
중구,ST-946,826,주말,16,25,32,57,70
중구,ST-946,826,주말,17,33,34,67,82
중구,ST-946,826,주말,18,26,36,62,79
중구,ST-946,826,주말,19,30,29,59,91
중구,ST-946,826,주말,20,28,24,52,71
중구,ST-946,826,주말,21,30,30,60,67
중구,ST-946,826,주말,22,12,34,46,78
중구,ST-946,826,주말,23,17,19,36,94
중구,ST-946,826,평일,0,71,11,82,196
중구,ST-946,826,평일,1,14,8,22,146
중구,ST-946,826,평일,2,12,10,22,143
중구,ST-946,826,평일,3,15,11,26,140
중구,ST-946,826,평일,4,24,19,43,142
중구,ST-946,826,평일,5,14,15,29,142
중구,ST-946,826,평일,6,52,14,66,136
중구,ST-946,826,평일,7,114,50,164,101
중구,ST-946,826,평일,8,130,89,219,47
중구,ST-946,826,평일,9,39,33,72,34
중구,ST-946,826,평일,10,15,16,31,24
중구,ST-946,826,평일,11,27,39,66,27
중구,ST-946,826,평일,12,33,31,64,37
중구,ST-946,826,평일,13,30,36,66,29
중구,ST-946,826,평일,14,24,23,47,43
중구,ST-946,826,평일,15,19,37,56,43
중구,ST-946,826,평일,16,43,50,93,62
중구,ST-946,826,평일,17,44,125,169,66
중구,ST-946,826,평일,18,126,161,287,147
중구,ST-946,826,평일,19,60,109,169,170
중구,ST-946,826,평일,20,68,79,147,215
중구,ST-946,826,평일,21,75,92,167,207
중구,ST-946,826,평일,22,73,80,153,227
중구,ST-946,826,평일,23,23,27,50,226
중구,ST-977,391,주말,0,1,0,1,7
중구,ST-977,391,주말,1,2,0,2,6
중구,ST-977,391,주말,2,0,0,0,5
중구,ST-977,391,주말,3,0,0,0,5
중구,ST-977,391,주말,4,0,1,1,5
중구,ST-977,391,주말,5,0,4,4,5
중구,ST-977,391,주말,6,1,1,2,8
중구,ST-977,391,주말,7,5,15,20,7
중구,ST-977,391,주말,8,6,7,13,14
중구,ST-977,391,주말,9,8,11,19,18
중구,ST-977,391,주말,10,7,9,16,20
중구,ST-977,391,주말,11,10,6,16,24
중구,ST-977,391,주말,12,16,11,27,19
중구,ST-977,391,주말,13,13,18,31,12
중구,ST-977,391,주말,14,21,14,35,18
중구,ST-977,391,주말,15,17,17,34,8
중구,ST-977,391,주말,16,18,13,31,16
중구,ST-977,391,주말,17,21,20,41,12
중구,ST-977,391,주말,18,17,14,31,10
중구,ST-977,391,주말,19,8,6,14,11
중구,ST-977,391,주말,20,7,5,12,7
중구,ST-977,391,주말,21,2,6,8,6
중구,ST-977,391,주말,22,4,6,10,9
중구,ST-977,391,주말,23,2,0,2,10
중구,ST-977,391,평일,0,3,3,6,11
중구,ST-977,391,평일,1,3,1,4,12
중구,ST-977,391,평일,2,0,0,0,9
중구,ST-977,391,평일,3,0,0,0,9
중구,ST-977,391,평일,4,0,5,5,9
중구,ST-977,391,평일,5,1,34,35,9
중구,ST-977,391,평일,6,14,54,68,43
중구,ST-977,391,평일,7,18,55,73,81
중구,ST-977,391,평일,8,172,113,285,111
중구,ST-977,391,평일,9,31,47,78,68
중구,ST-977,391,평일,10,16,22,38,77
중구,ST-977,391,평일,11,40,39,79,89
중구,ST-977,391,평일,12,42,62,104,94
중구,ST-977,391,평일,13,41,52,93,115
중구,ST-977,391,평일,14,53,42,95,121
중구,ST-977,391,평일,15,48,34,82,107
중구,ST-977,391,평일,16,73,37,110,94
중구,ST-977,391,평일,17,86,60,146,69
중구,ST-977,391,평일,18,108,72,180,30
중구,ST-977,391,평일,19,40,43,83,15
중구,ST-977,391,평일,20,21,17,38,19
중구,ST-977,391,평일,21,11,8,19,11
중구,ST-977,391,평일,22,10,15,25,12
중구,ST-977,391,평일,23,2,1,3,11
