대여소_ID,대여소명,주간,시간대,동일_대여소_반납,유출_건수,유입_건수,중구_내_이동_건수
ST-1768,중림동_010_1,주말,22,0,4,3,6
ST-1768,중림동_010_1,주말,23,0,4,0,0
ST-1768,중림동_010_1,평일,0,0,13,0,2
ST-1768,중림동_010_1,평일,1,0,5,0,0
ST-1768,중림동_010_1,평일,2,0,2,1,0
ST-1768,중림동_010_1,평일,3,0,0,3,0
ST-1768,중림동_010_1,평일,4,0,0,3,0
ST-1768,중림동_010_1,평일,5,0,2,2,0
ST-1768,중림동_010_1,평일,6,0,0,5,0
ST-1768,중림동_010_1,평일,7,0,25,11,18
ST-1768,중림동_010_1,평일,8,0,24,25,62
ST-1768,중림동_010_1,평일,9,0,4,2,6
ST-1768,중림동_010_1,평일,10,0,1,4,12
ST-1768,중림동_010_1,평일,11,0,6,11,3
ST-1768,중림동_010_1,평일,12,2,2,5,10
ST-1768,중림동_010_1,평일,13,0,2,5,9
ST-1768,중림동_010_1,평일,14,0,4,4,8
ST-1768,중림동_010_1,평일,15,0,12,12,4
ST-1768,중림동_010_1,평일,16,0,8,13,6
ST-1768,중림동_010_1,평일,17,0,11,19,14
ST-1768,중림동_010_1,평일,18,0,42,18,4
ST-1768,중림동_010_1,평일,19,0,17,27,13
ST-1768,중림동_010_1,평일,20,0,18,25,17
ST-1768,중림동_010_1,평일,21,0,18,11,12
ST-1768,중림동_010_1,평일,22,0,10,7,12
ST-1768,중림동_010_1,평일,23,0,8,1,13
ST-1769,소공동_005_2,주말,0,0,2,0,0
ST-1769,소공동_005_2,주말,1,0,0,0,0
ST-1769,소공동_005_2,주말,2,0,1,0,0
ST-1769,소공동_005_2,주말,3,0,1,0,0
ST-1769,소공동_005_2,주말,4,0,2,0,0
ST-1769,소공동_005_2,주말,5,0,0,0,0
ST-1769,소공동_005_2,주말,6,0,0,5,0
ST-1769,소공동_005_2,주말,7,0,1,1,1
ST-1769,소공동_005_2,주말,8,0,1,2,1
ST-1769,소공동_005_2,주말,9,0,2,3,2
ST-1769,소공동_005_2,주말,10,0,0,1,2
ST-1769,소공동_005_2,주말,11,0,0,0,0
ST-1769,소공동_005_2,주말,12,0,0,4,3
ST-1769,소공동_005_2,주말,13,0,0,1,1
ST-1769,소공동_005_2,주말,14,0,2,6,0
ST-1769,소공동_005_2,주말,15,0,3,2,4
ST-1769,소공동_005_2,주말,16,0,13,0,4
ST-1769,소공동_005_2,주말,17,0,4,0,3
ST-1769,소공동_005_2,주말,18,0,1,4,1
ST-1769,소공동_005_2,주말,19,0,2,2,0
ST-1769,소공동_005_2,주말,20,0,0,0,0
ST-1769,소공동_005_2,주말,21,0,0,0,0
ST-1769,소공동_005_2,주말,22,0,0,2,0
ST-1769,소공동_005_2,주말,23,0,0,0,0
ST-1769,소공동_005_2,평일,0,0,2,2,0
ST-1769,소공동_005_2,평일,1,0,0,0,0
ST-1769,소공동_005_2,평일,2,0,0,0,0
ST-1769,소공동_005_2,평일,3,0,0,0,0
ST-1769,소공동_005_2,평일,4,0,4,4,0
ST-1769,소공동_005_2,평일,5,0,0,1,0
ST-1769,소공동_005_2,평일,6,0,0,27,4
ST-1769,소공동_005_2,평일,7,0,3,28,33
ST-1769,소공동_005_2,평일,8,0,24,73,60
ST-1769,소공동_005_2,평일,9,0,8,20,9
ST-1769,소공동_005_2,평일,10,0,7,4,8
ST-1769,소공동_005_2,평일,11,0,6,15,20
ST-1769,소공동_005_2,평일,12,0,5,3,12
ST-1769,소공동_005_2,평일,13,0,1,8,6
ST-1769,소공동_005_2,평일,14,0,3,0,6
ST-1769,소공동_005_2,평일,15,0,9,0,10
ST-1769,소공동_005_2,평일,16,0,34,13,5
ST-1769,소공동_005_2,평일,17,0,27,3,24
ST-1769,소공동_005_2,평일,18,0,44,12,15
ST-1769,소공동_005_2,평일,19,0,12,2,8
ST-1769,소공동_005_2,평일,20,0,8,2,2
ST-1769,소공동_005_2,평일,21,0,3,0,2
ST-1769,소공동_005_2,평일,22,0,0,6,0
ST-1769,소공동_005_2,평일,23,0,2,2,0
ST-1771,소공동_005_3,주말,0,0,3,1,4
ST-1771,소공동_005_3,주말,1,0,5,1,0
ST-1771,소공동_005_3,주말,2,0,2,1,0
ST-1771,소공동_005_3,주말,3,0,0,1,2
ST-1771,소공동_005_3,주말,4,0,0,1,3
ST-1771,소공동_005_3,주말,5,0,0,7,3
ST-1771,소공동_005_3,주말,6,0,0,3,0
ST-1771,소공동_005_3,주말,7,0,2,4,12
ST-1771,소공동_005_3,주말,8,0,6,3,2
ST-1771,소공동_005_3,주말,9,1,4,15,2
ST-1771,소공동_005_3,주말,10,0,22,10,12
ST-1771,소공동_005_3,주말,11,2,6,11,6
ST-1771,소공동_005_3,주말,12,2,11,8,12
ST-1771,소공동_005_3,주말,13,0,10,19,7
ST-1771,소공동_005_3,주말,14,3,14,23,12
ST-1771,소공동_005_3,주말,15,1,28,28,13
ST-1771,소공동_005_3,주말,16,5,22,23,21
ST-1771,소공동_005_3,주말,17,1,29,16,25
ST-1771,소공동_005_3,주말,18,0,18,12,11
ST-1771,소공동_005_3,주말,19,1,18,13,6
ST-1771,소공동_005_3,주말,20,0,8,14,8
ST-1771,소공동_005_3,주말,21,0,10,5,8
ST-1771,소공동_005_3,주말,22,0,8,5,2
ST-1771,소공동_005_3,주말,23,0,7,3,4
ST-1771,소공동_005_3,평일,0,0,12,2,12
ST-1771,소공동_005_3,평일,1,0,2,1,4
ST-1771,소공동_005_3,평일,2,0,2,1,0
ST-1771,소공동_005_3,평일,3,0,2,2,0
ST-1771,소공동_005_3,평일,4,0,0,9,0
ST-1771,소공동_005_3,평일,5,0,0,52,2
ST-1771,소공동_005_3,평일,6,0,3,112,2
ST-1771,소공동_005_3,평일,7,0,63,235,91
ST-1771,소공동_005_3,평일,8,9,201,237,160
ST-1771,소공동_005_3,평일,9,11,62,162,39
ST-1771,소공동_005_3,평일,10,32,67,41,52
ST-1771,소공동_005_3,평일,11,30,143,53,181
ST-1771,소공동_005_3,평일,12,40,67,78,108
ST-1771,소공동_005_3,평일,13,35,63,73,66
ST-1771,소공동_005_3,평일,14,18,65,27,59
ST-1771,소공동_005_3,평일,15,12,69,44,68
ST-1771,소공동_005_3,평일,16,13,84,100,90
ST-1771,소공동_005_3,평일,17,15,257,79,217
ST-1771,소공동_005_3,평일,18,5,169,109,128
ST-1771,소공동_005_3,평일,19,11,77,43,49
ST-1771,소공동_005_3,평일,20,3,44,25,42
ST-1771,소공동_005_3,평일,21,3,32,40,35
ST-1771,소공동_005_3,평일,22,0,19,16,27
ST-1771,소공동_005_3,평일,23,0,7,8,15
ST-1772,명동_001_4,주말,0,0,0,0,0
ST-1772,명동_001_4,주말,1,0,4,2,0
ST-1772,명동_001_4,주말,2,0,2,0,4
ST-1772,명동_001_4,주말,3,0,0,0,0
ST-1772,명동_001_4,주말,4,0,0,0,0
ST-1772,명동_001_4,주말,5,0,0,1,0
ST-1772,명동_001_4,주말,6,0,0,1,0
ST-1772,명동_001_4,주말,7,0,0,4,0
ST-1772,명동_001_4,주말,8,0,0,6,0
ST-1772,명동_001_4,주말,9,0,2,5,1
ST-1772,명동_001_4,주말,10,0,0,0,0
ST-1772,명동_001_4,주말,11,0,2,4,2
ST-1772,명동_001_4,주말,12,0,4,1,4
ST-1772,명동_001_4,주말,13,0,9,0,5
ST-1772,명동_001_4,주말,14,0,4,6,5
ST-1772,명동_001_4,주말,15,2,8,2,11
ST-1772,명동_001_4,주말,16,0,5,3,2
ST-1772,명동_001_4,주말,17,0,9,2,2
ST-1772,명동_001_4,주말,18,2,8,7,6
ST-1772,명동_001_4,주말,19,2,14,1,2
ST-1772,명동_001_4,주말,20,0,3,0,0
ST-1772,명동_001_4,주말,21,0,1,0,0
ST-1772,명동_001_4,주말,22,0,1,0,0
ST-1772,명동_001_4,주말,23,0,1,0,0
ST-1772,명동_001_4,평일,0,0,3,0,2
ST-1772,명동_001_4,평일,1,0,1,2,4
ST-1772,명동_001_4,평일,2,0,0,0,4
ST-1772,명동_001_4,평일,3,0,2,0,0
ST-1772,명동_001_4,평일,4,0,0,7,2
ST-1772,명동_001_4,평일,5,0,0,6,0
ST-1772,명동_001_4,평일,6,0,3,16,0
ST-1772,명동_001_4,평일,7,0,16,11,2
ST-1772,명동_001_4,평일,8,0,3,54,28
ST-1772,명동_001_4,평일,9,0,3,28,9
ST-1772,명동_001_4,평일,10,2,7,14,10
ST-1772,명동_001_4,평일,11,8,12,19,19
ST-1772,명동_001_4,평일,12,5,12,7,31
ST-1772,명동_001_4,평일,13,3,20,11,33
ST-1772,명동_001_4,평일,14,1,10,6,26
ST-1772,명동_001_4,평일,15,2,33,12,23
ST-1772,명동_001_4,평일,16,1,36,4,29
ST-1772,명동_001_4,평일,17,0,39,9,40
ST-1772,명동_001_4,평일,18,0,215,14,105
ST-1772,명동_001_4,평일,19,0,112,4,42
ST-1772,명동_001_4,평일,20,1,41,5,33
ST-1772,명동_001_4,평일,21,1,25,3,32
ST-1772,명동_001_4,평일,22,0,13,0,8
ST-1772,명동_001_4,평일,23,0,2,2,6
ST-1773,소공동_004_2,주말,0,0,0,0,0
ST-1773,소공동_004_2,주말,1,0,2,0,0
ST-1773,소공동_004_2,주말,2,0,0,0,0
ST-1773,소공동_004_2,주말,3,0,0,0,0
ST-1773,소공동_004_2,주말,4,0,0,0,0
ST-1773,소공동_004_2,주말,5,0,0,0,0
ST-1773,소공동_004_2,주말,6,0,0,0,0
ST-1773,소공동_004_2,주말,7,0,0,0,0
ST-1773,소공동_004_2,주말,8,0,3,1,0
ST-1773,소공동_004_2,주말,9,0,1,2,0
ST-1773,소공동_004_2,주말,10,0,1,3,2
ST-1773,소공동_004_2,주말,11,4,2,3,1
ST-1773,소공동_004_2,주말,12,0,1,2,4
ST-1773,소공동_004_2,주말,13,0,4,4,2
ST-1773,소공동_004_2,주말,14,2,2,5,4
ST-1773,소공동_004_2,주말,15,0,3,2,5
ST-1773,소공동_004_2,주말,16,0,1,10,6
ST-1773,소공동_004_2,주말,17,0,2,13,1
ST-1773,소공동_004_2,주말,18,2,7,15,10
ST-1773,소공동_004_2,주말,19,0,12,7,7
ST-1773,소공동_004_2,주말,20,0,13,0,4
ST-1773,소공동_004_2,주말,21,0,11,3,11
ST-1773,소공동_004_2,주말,22,0,8,1,5
ST-1773,소공동_004_2,주말,23,0,0,0,1
ST-1773,소공동_004_2,평일,0,0,3,0,0
ST-1773,소공동_004_2,평일,1,0,2,0,0
ST-1773,소공동_004_2,평일,2,0,2,0,0
ST-1773,소공동_004_2,평일,3,0,3,0,0
ST-1773,소공동_004_2,평일,4,0,0,0,0
ST-1773,소공동_004_2,평일,5,0,0,15,5
ST-1773,소공동_004_2,평일,6,0,4,24,2
ST-1773,소공동_004_2,평일,7,0,0,71,51
ST-1773,소공동_004_2,평일,8,0,5,110,6
ST-1773,소공동_004_2,평일,9,0,2,27,8
ST-1773,소공동_004_2,평일,10,2,4,13,8
ST-1773,소공동_004_2,평일,11,11,15,20,39
ST-1773,소공동_004_2,평일,12,8,10,18,25
ST-1773,소공동_004_2,평일,13,7,11,17,18
ST-1773,소공동_004_2,평일,14,2,31,17,6
ST-1773,소공동_004_2,평일,15,0,37,13,29
ST-1773,소공동_004_2,평일,16,1,52,16,33
ST-1773,소공동_004_2,평일,17,2,115,25,72
ST-1773,소공동_004_2,평일,18,1,192,41,81
ST-1773,소공동_004_2,평일,19,2,53,9,16
ST-1773,소공동_004_2,평일,20,0,23,6,14
ST-1773,소공동_004_2,평일,21,0,10,4,8
ST-1773,소공동_004_2,평일,22,0,6,5,4
ST-1773,소공동_004_2,평일,23,0,3,0,3
ST-1774,소공동_004_3,주말,0,0,2,0,0
ST-1774,소공동_004_3,주말,1,0,0,3,0
ST-1774,소공동_004_3,주말,2,0,0,1,0
ST-1774,소공동_004_3,주말,3,0,0,0,0
ST-1774,소공동_004_3,주말,4,0,0,0,0
ST-1774,소공동_004_3,주말,5,0,0,14,0
ST-1774,소공동_004_3,주말,6,0,0,0,0
ST-1774,소공동_004_3,주말,7,0,0,11,2
ST-1774,소공동_004_3,주말,8,0,0,3,1
ST-1774,소공동_004_3,주말,9,0,4,4,1
ST-1774,소공동_004_3,주말,10,0,4,3,0
ST-1774,소공동_004_3,주말,11,1,11,7,1
ST-1774,소공동_004_3,주말,12,3,9,14,2
ST-1774,소공동_004_3,주말,13,0,9,3,1
ST-1774,소공동_004_3,주말,14,0,18,10,6
ST-1774,소공동_004_3,주말,15,0,13,7,8
ST-1774,소공동_004_3,주말,16,0,9,12,8
ST-1774,소공동_004_3,주말,17,0,11,13,9
ST-1774,소공동_004_3,주말,18,0,14,9,7
ST-1774,소공동_004_3,주말,19,2,16,5,6
ST-1774,소공동_004_3,주말,20,0,14,1,11
ST-1774,소공동_004_3,주말,21,0,10,2,6
ST-1774,소공동_004_3,주말,22,0,4,10,0
ST-1774,소공동_004_3,주말,23,0,3,0,0
ST-1774,소공동_004_3,평일,0,0,1,2,4
ST-1774,소공동_004_3,평일,1,0,3,3,0
ST-1774,소공동_004_3,평일,2,0,4,3,0
ST-1774,소공동_004_3,평일,3,0,3,0,2
ST-1774,소공동_004_3,평일,4,0,0,0,0
ST-1774,소공동_004_3,평일,5,0,0,20,0
ST-1774,소공동_004_3,평일,6,0,2,22,2
ST-1774,소공동_004_3,평일,7,0,6,46,36
ST-1774,소공동_004_3,평일,8,0,3,123,16
ST-1774,소공동_004_3,평일,9,0,7,52,13
ST-1774,소공동_004_3,평일,10,2,2,12,17
ST-1774,소공동_004_3,평일,11,3,33,36,17
ST-1774,소공동_004_3,평일,12,3,21,31,17
ST-1774,소공동_004_3,평일,13,1,29,18,38
ST-1774,소공동_004_3,평일,14,5,39,12,21
ST-1774,소공동_004_3,평일,15,2,36,15,24
ST-1774,소공동_004_3,평일,16,3,25,20,17
ST-1774,소공동_004_3,평일,17,6,63,44,37
ST-1774,소공동_004_3,평일,18,1,135,51,51
ST-1774,소공동_004_3,평일,19,10,84,11,28
ST-1774,소공동_004_3,평일,20,3,49,4,18
ST-1774,소공동_004_3,평일,21,0,15,2,10
ST-1774,소공동_004_3,평일,22,0,13,3,7
ST-1774,소공동_004_3,평일,23,0,2,2,4
ST-1775,회현동_010_1,주말,0,1,5,1,4
ST-1775,회현동_010_1,주말,1,1,9,3,3
ST-1775,회현동_010_1,주말,2,0,2,1,1
ST-1775,회현동_010_1,주말,3,0,2,1,0
ST-1775,회현동_010_1,주말,4,0,0,0,4
ST-1775,회현동_010_1,주말,5,0,0,0,1
ST-1775,회현동_010_1,주말,6,0,0,2,1
ST-1775,회현동_010_1,주말,7,0,0,1,4
ST-1775,회현동_010_1,주말,8,0,0,2,7
ST-1775,회현동_010_1,주말,9,1,0,5,13
ST-1775,회현동_010_1,주말,10,1,4,0,3
ST-1775,회현동_010_1,주말,11,0,3,2,4
ST-1775,회현동_010_1,주말,12,0,2,3,3
ST-1775,회현동_010_1,주말,13,2,2,9,1
ST-1775,회현동_010_1,주말,14,1,3,9,7
ST-1775,회현동_010_1,주말,15,4,6,10,7
ST-1775,회현동_010_1,주말,16,1,2,8,2
ST-1775,회현동_010_1,주말,17,4,10,5,6
ST-1775,회현동_010_1,주말,18,0,11,6,11
ST-1775,회현동_010_1,주말,19,1,10,5,2
ST-1775,회현동_010_1,주말,20,1,3,2,1
ST-1775,회현동_010_1,주말,21,0,3,4,6
ST-1775,회현동_010_1,주말,22,0,1,5,1
ST-1775,회현동_010_1,주말,23,0,0,0,2
ST-1775,회현동_010_1,평일,0,0,6,5,2
ST-1775,회현동_010_1,평일,1,0,1,5,3
ST-1775,회현동_010_1,평일,2,0,7,1,1
ST-1775,회현동_010_1,평일,3,0,6,2,5
ST-1775,회현동_010_1,평일,4,0,2,3,5
ST-1775,회현동_010_1,평일,5,1,6,0,1
ST-1775,회현동_010_1,평일,6,1,1,2,1
ST-1775,회현동_010_1,평일,7,2,6,8,10
ST-1775,회현동_010_1,평일,8,2,11,22,45
ST-1775,회현동_010_1,평일,9,6,25,7,9
ST-1775,회현동_010_1,평일,10,1,1,7,8
ST-1775,회현동_010_1,평일,11,5,0,12,9
ST-1775,회현동_010_1,평일,12,5,6,12,7
ST-1775,회현동_010_1,평일,13,9,8,10,9
ST-1775,회현동_010_1,평일,14,14,15,17,9
ST-1775,회현동_010_1,평일,15,4,14,19,10
ST-1775,회현동_010_1,평일,16,8,15,8,17
ST-1775,회현동_010_1,평일,17,3,20,18,35
ST-1775,회현동_010_1,평일,18,2,37,18,50
ST-1775,회현동_010_1,평일,19,1,21,15,19
ST-1775,회현동_010_1,평일,20,3,13,13,10
ST-1775,회현동_010_1,평일,21,0,21,8,8
ST-1775,회현동_010_1,평일,22,4,19,11,9
ST-1775,회현동_010_1,평일,23,1,11,3,6
ST-1776,회현동_001_1,주말,0,0,2,0,2
ST-1776,회현동_001_1,주말,1,0,0,2,0
ST-1776,회현동_001_1,주말,2,0,0,1,0
ST-1776,회현동_001_1,주말,3,0,2,2,0
ST-1776,회현동_001_1,주말,4,0,3,3,0
ST-1776,회현동_001_1,주말,5,0,2,0,1
ST-1776,회현동_001_1,주말,6,0,1,0,0
ST-1776,회현동_001_1,주말,7,0,0,0,2
ST-1776,회현동_001_1,주말,8,0,1,4,2
ST-1776,회현동_001_1,주말,9,0,3,2,0
ST-1776,회현동_001_1,주말,10,0,2,4,2
ST-1776,회현동_001_1,주말,11,0,2,2,4
ST-1776,회현동_001_1,주말,12,0,0,1,1
ST-1776,회현동_001_1,주말,13,0,3,4,3
ST-1776,회현동_001_1,주말,14,0,2,5,3
ST-1776,회현동_001_1,주말,15,0,9,3,0
ST-1776,회현동_001_1,주말,16,1,6,7,6
ST-1776,회현동_001_1,주말,17,1,7,3,11
ST-1776,회현동_001_1,주말,18,0,7,5,3
ST-1776,회현동_001_1,주말,19,0,7,3,4
ST-1776,회현동_001_1,주말,20,0,3,3,0
ST-1776,회현동_001_1,주말,21,1,0,4,6
ST-1776,회현동_001_1,주말,22,1,0,2,0
ST-1776,회현동_001_1,주말,23,0,0,0,0
ST-1776,회현동_001_1,평일,0,0,2,0,2
ST-1776,회현동_001_1,평일,1,0,4,0,0
ST-1776,회현동_001_1,평일,2,1,2,2,4
ST-1776,회현동_001_1,평일,3,0,4,0,0
ST-1776,회현동_001_1,평일,4,1,2,10,3
ST-1776,회현동_001_1,평일,5,0,4,10,7
ST-1776,회현동_001_1,평일,6,0,0,2,3
ST-1776,회현동_001_1,평일,7,0,3,24,7
ST-1776,회현동_001_1,평일,8,0,22,23,67
ST-1776,회현동_001_1,평일,9,0,10,16,14
ST-1776,회현동_001_1,평일,10,0,3,6,4
ST-1776,회현동_001_1,평일,11,0,6,8,12
ST-1776,회현동_001_1,평일,12,0,11,7,14
ST-1776,회현동_001_1,평일,13,3,3,11,14
ST-1776,회현동_001_1,평일,14,1,5,4,15
ST-1776,회현동_001_1,평일,15,0,21,0,15
ST-1776,회현동_001_1,평일,16,0,6,0,14
ST-1776,회현동_001_1,평일,17,2,11,16,23
ST-1776,회현동_001_1,평일,18,6,25,29,37
ST-1776,회현동_001_1,평일,19,3,26,15,16
ST-1776,회현동_001_1,평일,20,0,10,14,8
ST-1776,회현동_001_1,평일,21,2,15,4,7
ST-1776,회현동_001_1,평일,22,0,8,1,7
ST-1776,회현동_001_1,평일,23,0,1,0,4
ST-1777,회현동_007_1,주말,0,0,4,2,2
ST-1777,회현동_007_1,주말,1,0,3,1,4
ST-1777,회현동_007_1,주말,2,0,3,1,0
ST-1777,회현동_007_1,주말,3,0,2,0,0
ST-1777,회현동_007_1,주말,4,0,0,0,0
ST-1777,회현동_007_1,주말,5,0,0,0,0
ST-1777,회현동_007_1,주말,6,0,0,0,0
ST-1777,회현동_007_1,주말,7,0,0,2,0
ST-1777,회현동_007_1,주말,8,0,1,0,0
ST-1777,회현동_007_1,주말,9,0,3,1,2
ST-1777,회현동_007_1,주말,10,0,4,4,3
ST-1777,회현동_007_1,주말,11,0,1,4,1
ST-1777,회현동_007_1,주말,12,0,2,4,4
ST-1777,회현동_007_1,주말,13,0,4,13,9
ST-1777,회현동_007_1,주말,14,0,9,10,8
ST-1777,회현동_007_1,주말,15,1,9,9,16
ST-1777,회현동_007_1,주말,16,1,12,5,14
ST-1777,회현동_007_1,주말,17,2,6,6,14
ST-1777,회현동_007_1,주말,18,0,8,6,7
ST-1777,회현동_007_1,주말,19,0,13,11,7
ST-1777,회현동_007_1,주말,20,0,9,6,10
ST-1777,회현동_007_1,주말,21,0,11,0,8
ST-1777,회현동_007_1,주말,22,0,4,4,5
ST-1777,회현동_007_1,주말,23,0,2,0,2
ST-1777,회현동_007_1,평일,0,0,5,3,0
ST-1777,회현동_007_1,평일,1,0,2,3,2
ST-1777,회현동_007_1,평일,2,0,2,2,4
ST-1777,회현동_007_1,평일,3,0,8,1,0
ST-1777,회현동_007_1,평일,4,0,1,3,1
ST-1777,회현동_007_1,평일,5,0,1,3,8
ST-1777,회현동_007_1,평일,6,0,1,25,2
ST-1777,회현동_007_1,평일,7,2,45,88,53
ST-1777,회현동_007_1,평일,8,2,79,65,111
ST-1777,회현동_007_1,평일,9,7,45,35,49
ST-1777,회현동_007_1,평일,10,7,12,14,32
ST-1777,회현동_007_1,평일,11,16,13,28,71
ST-1777,회현동_007_1,평일,12,18,29,6,33
ST-1777,회현동_007_1,평일,13,5,18,12,77
ST-1777,회현동_007_1,평일,14,1,25,13,28
ST-1777,회현동_007_1,평일,15,2,22,14,35
ST-1777,회현동_007_1,평일,16,2,20,6,18
ST-1777,회현동_007_1,평일,17,2,40,20,49
ST-1777,회현동_007_1,평일,18,4,38,31,41
ST-1777,회현동_007_1,평일,19,0,24,11,26
ST-1777,회현동_007_1,평일,20,0,13,9,15
ST-1777,회현동_007_1,평일,21,0,14,11,9
ST-1777,회현동_007_1,평일,22,2,7,2,10
ST-1777,회현동_007_1,평일,23,1,7,2,0
ST-1778,명동_002_4,주말,0,0,2,0,0
ST-1778,명동_002_4,주말,1,0,0,2,2
ST-1778,명동_002_4,주말,2,0,0,0,0
ST-1778,명동_002_4,주말,3,0,0,0,0
ST-1778,명동_002_4,주말,4,0,0,0,0
ST-1778,명동_002_4,주말,5,0,2,0,0
ST-1778,명동_002_4,주말,6,0,2,4,0
ST-1778,명동_002_4,주말,7,0,1,11,0
ST-1778,명동_002_4,주말,8,3,13,4,5
ST-1778,명동_002_4,주말,9,1,6,4,5
ST-1778,명동_002_4,주말,10,1,7,11,1
ST-1778,명동_002_4,주말,11,1,1,6,6
ST-1778,명동_002_4,주말,12,1,5,13,3
ST-1778,명동_002_4,주말,13,3,18,11,6
ST-1778,명동_002_4,주말,14,0,15,8,10
ST-1778,명동_002_4,주말,15,0,6,15,19
ST-1778,명동_002_4,주말,16,0,13,5,9
ST-1778,명동_002_4,주말,17,2,13,8,3
ST-1778,명동_002_4,주말,18,0,14,9,8
ST-1778,명동_002_4,주말,19,0,13,5,4
ST-1778,명동_002_4,주말,20,0,6,6,5
ST-1778,명동_002_4,주말,21,4,9,10,6
ST-1778,명동_002_4,주말,22,2,8,2,4
ST-1778,명동_002_4,주말,23,0,0,0,1
ST-1778,명동_002_4,평일,0,0,5,3,0
ST-1778,명동_002_4,평일,1,0,5,1,0
ST-1778,명동_002_4,평일,2,0,0,0,0
ST-1778,명동_002_4,평일,3,0,0,6,0
ST-1778,명동_002_4,평일,4,0,1,0,1
ST-1778,명동_002_4,평일,5,0,1,63,1
ST-1778,명동_002_4,평일,6,0,7,73,29
ST-1778,명동_002_4,평일,7,1,57,238,30
ST-1778,명동_002_4,평일,8,4,164,298,72
ST-1778,명동_002_4,평일,9,6,66,119,77
ST-1778,명동_002_4,평일,10,11,39,68,21
ST-1778,명동_002_4,평일,11,41,149,60,67
ST-1778,명동_002_4,평일,12,33,88,91,55
ST-1778,명동_002_4,평일,13,29,82,28,61
ST-1778,명동_002_4,평일,14,17,40,23,33
ST-1778,명동_002_4,평일,15,17,70,23,46
ST-1778,명동_002_4,평일,16,10,72,46,71
ST-1778,명동_002_4,평일,17,11,202,55,98
ST-1778,명동_002_4,평일,18,1,124,49,57
ST-1778,명동_002_4,평일,19,5,60,19,18
ST-1778,명동_002_4,평일,20,0,18,9,7
ST-1778,명동_002_4,평일,21,1,14,4,4
ST-1778,명동_002_4,평일,22,2,11,16,9
ST-1778,명동_002_4,평일,23,0,7,0,2
ST-1779,을지로동_006_1,주말,0,0,20,4,9
ST-1779,을지로동_006_1,주말,1,0,5,4,11
ST-1779,을지로동_006_1,주말,2,0,6,0,6
ST-1779,을지로동_006_1,주말,3,0,2,0,0
ST-1779,을지로동_006_1,주말,4,0,0,1,0
ST-1779,을지로동_006_1,주말,5,2,5,3,0
ST-1779,을지로동_006_1,주말,6,2,1,0,0
ST-1779,을지로동_006_1,주말,7,0,3,2,4
ST-1779,을지로동_006_1,주말,8,3,5,14,7
ST-1779,을지로동_006_1,주말,9,1,12,13,10
ST-1779,을지로동_006_1,주말,10,8,6,18,16
ST-1779,을지로동_006_1,주말,11,3,17,13,19
ST-1779,을지로동_006_1,주말,12,6,18,16,20
ST-1779,을지로동_006_1,주말,13,10,26,20,22
ST-1779,을지로동_006_1,주말,14,6,18,19,27
ST-1779,을지로동_006_1,주말,15,7,15,23,31
ST-1779,을지로동_006_1,주말,16,3,32,10,22
ST-1779,을지로동_006_1,주말,17,4,22,25,31
ST-1779,을지로동_006_1,주말,18,3,20,29,19
ST-1779,을지로동_006_1,주말,19,3,16,7,32
ST-1779,을지로동_006_1,주말,20,1,15,12,14
ST-1779,을지로동_006_1,주말,21,2,30,15,25
ST-1779,을지로동_006_1,주말,22,0,15,20,11
ST-1779,을지로동_006_1,주말,23,0,5,16,13
ST-1779,을지로동_006_1,평일,0,0,16,13,25
ST-1779,을지로동_006_1,평일,1,0,9,6,7
ST-1779,을지로동_006_1,평일,2,0,14,5,6
ST-1779,을지로동_006_1,평일,3,0,5,2,8
ST-1779,을지로동_006_1,평일,4,0,6,4,2
ST-1779,을지로동_006_1,평일,5,2,1,25,2
ST-1779,을지로동_006_1,평일,6,2,53,34,12
ST-1779,을지로동_006_1,평일,7,0,120,133,22
ST-1779,을지로동_006_1,평일,8,1,169,173,175
ST-1779,을지로동_006_1,평일,9,21,46,66,101
ST-1779,을지로동_006_1,평일,10,20,53,69,87
ST-1779,을지로동_006_1,평일,11,33,53,55,74
ST-1779,을지로동_006_1,평일,12,49,65,67,91
ST-1779,을지로동_006_1,평일,13,36,85,52,76
ST-1779,을지로동_006_1,평일,14,34,73,55,86
ST-1779,을지로동_006_1,평일,15,30,77,61,114
ST-1779,을지로동_006_1,평일,16,32,100,134,95
ST-1779,을지로동_006_1,평일,17,26,216,190,152
ST-1779,을지로동_006_1,평일,18,15,315,166,194
ST-1779,을지로동_006_1,평일,19,12,117,68,103
ST-1779,을지로동_006_1,평일,20,4,68,40,54
ST-1779,을지로동_006_1,평일,21,2,47,42,48
ST-1779,을지로동_006_1,평일,22,1,48,32,36
ST-1779,을지로동_006_1,평일,23,0,51,35,54
ST-1780,광희동_001_1,주말,0,0,13,18,16
ST-1780,광희동_001_1,주말,1,0,23,6,5
ST-1780,광희동_001_1,주말,2,0,17,9,2
ST-1780,광희동_001_1,주말,3,0,13,3,2
ST-1780,광희동_001_1,주말,4,0,1,2,2
ST-1780,광희동_001_1,주말,5,0,0,6,0
ST-1780,광희동_001_1,주말,6,0,1,6,0
ST-1780,광희동_001_1,주말,7,2,4,6,7
ST-1780,광희동_001_1,주말,8,0,7,13,8
ST-1780,광희동_001_1,주말,9,0,12,36,13
ST-1780,광희동_001_1,주말,10,1,16,45,14
ST-1780,광희동_001_1,주말,11,2,20,25,19
