대여소_ID,대여소명,주간,시간대,동일_대여소_반납,유출_건수,유입_건수,중구_내_이동_건수
ST-116,소공동_002_1,주말,0,0,1,3,0
ST-116,소공동_002_1,주말,1,0,2,1,0
ST-116,소공동_002_1,주말,2,0,5,1,2
ST-116,소공동_002_1,주말,3,0,2,0,0
ST-116,소공동_002_1,주말,4,0,0,0,0
ST-116,소공동_002_1,주말,5,0,0,2,0
ST-116,소공동_002_1,주말,6,0,0,0,0
ST-116,소공동_002_1,주말,7,0,4,14,4
ST-116,소공동_002_1,주말,8,0,5,14,5
ST-116,소공동_002_1,주말,9,0,6,12,8
ST-116,소공동_002_1,주말,10,2,11,7,8
ST-116,소공동_002_1,주말,11,0,14,8,5
ST-116,소공동_002_1,주말,12,0,19,25,7
ST-116,소공동_002_1,주말,13,0,20,25,6
ST-116,소공동_002_1,주말,14,0,16,11,15
ST-116,소공동_002_1,주말,15,0,17,26,19
ST-116,소공동_002_1,주말,16,2,35,23,7
ST-116,소공동_002_1,주말,17,0,26,20,13
ST-116,소공동_002_1,주말,18,4,26,20,14
ST-116,소공동_002_1,주말,19,3,13,19,5
ST-116,소공동_002_1,주말,20,1,15,11,6
ST-116,소공동_002_1,주말,21,0,11,10,5
ST-116,소공동_002_1,주말,22,0,6,3,3
ST-116,소공동_002_1,주말,23,2,6,1,0
ST-116,소공동_002_1,평일,0,0,6,1,0
ST-116,소공동_002_1,평일,1,0,4,3,0
ST-116,소공동_002_1,평일,2,0,2,2,0
ST-116,소공동_002_1,평일,3,0,2,0,0
ST-116,소공동_002_1,평일,4,0,2,8,0
ST-116,소공동_002_1,평일,5,0,0,8,0
ST-116,소공동_002_1,평일,6,0,6,8,12
ST-116,소공동_002_1,평일,7,0,42,141,59
ST-116,소공동_002_1,평일,8,0,112,232,212
ST-116,소공동_002_1,평일,9,0,37,55,96
ST-116,소공동_002_1,평일,10,13,32,52,42
ST-116,소공동_002_1,평일,11,4,47,47,50
ST-116,소공동_002_1,평일,12,10,22,37,47
ST-116,소공동_002_1,평일,13,5,50,50,37
ST-116,소공동_002_1,평일,14,5,27,64,27
ST-116,소공동_002_1,평일,15,9,67,36,42
ST-116,소공동_002_1,평일,16,8,46,44,30
ST-116,소공동_002_1,평일,17,9,57,31,59
ST-116,소공동_002_1,평일,18,3,94,64,36
ST-116,소공동_002_1,평일,19,1,74,59,31
ST-116,소공동_002_1,평일,20,1,54,25,11
ST-116,소공동_002_1,평일,21,1,36,22,13
ST-116,소공동_002_1,평일,22,2,18,10,8
ST-116,소공동_002_1,평일,23,0,4,2,6
ST-126,명동_001_1,주말,0,0,4,4,2
ST-126,명동_001_1,주말,1,0,3,4,3
ST-126,명동_001_1,주말,2,0,1,1,1
ST-126,명동_001_1,주말,3,0,0,1,1
ST-126,명동_001_1,주말,4,0,0,0,1
ST-126,명동_001_1,주말,5,0,0,8,0
ST-126,명동_001_1,주말,6,0,0,4,0
ST-126,명동_001_1,주말,7,0,2,9,2
ST-126,명동_001_1,주말,8,0,10,14,2
ST-126,명동_001_1,주말,9,0,11,8,0
ST-126,명동_001_1,주말,10,1,10,26,2
ST-126,명동_001_1,주말,11,1,22,12,2
ST-126,명동_001_1,주말,12,0,20,10,14
ST-126,명동_001_1,주말,13,1,15,17,7
ST-126,명동_001_1,주말,14,1,17,10,7
ST-126,명동_001_1,주말,15,1,16,19,12
ST-126,명동_001_1,주말,16,2,20,23,13
ST-126,명동_001_1,주말,17,1,16,20,20
ST-126,명동_001_1,주말,18,0,34,15,11
ST-126,명동_001_1,주말,19,2,27,17,11
ST-126,명동_001_1,주말,20,2,26,4,11
ST-126,명동_001_1,주말,21,0,11,5,7
ST-126,명동_001_1,주말,22,0,8,9,0
ST-126,명동_001_1,주말,23,0,7,5,2
ST-126,명동_001_1,평일,0,2,6,3,3
ST-126,명동_001_1,평일,1,0,4,1,1
ST-126,명동_001_1,평일,2,0,0,1,0
ST-126,명동_001_1,평일,3,0,0,3,0
ST-126,명동_001_1,평일,4,0,0,1,0
ST-126,명동_001_1,평일,5,0,2,9,1
ST-126,명동_001_1,평일,6,1,20,35,27
ST-126,명동_001_1,평일,7,2,58,125,23
ST-126,명동_001_1,평일,8,0,166,145,77
ST-126,명동_001_1,평일,9,1,136,133,28
ST-126,명동_001_1,평일,10,2,43,45,39
ST-126,명동_001_1,평일,11,21,72,70,69
ST-126,명동_001_1,평일,12,20,79,55,44
ST-126,명동_001_1,평일,13,34,69,63,40
ST-126,명동_001_1,평일,14,11,58,58,37
ST-126,명동_001_1,평일,15,5,73,51,49
ST-126,명동_001_1,평일,16,4,121,53,69
ST-126,명동_001_1,평일,17,4,168,88,89
ST-126,명동_001_1,평일,18,1,266,93,138
ST-126,명동_001_1,평일,19,1,104,39,35
ST-126,명동_001_1,평일,20,1,53,48,29
ST-126,명동_001_1,평일,21,3,58,42,22
ST-126,명동_001_1,평일,22,2,35,15,10
ST-126,명동_001_1,평일,23,0,10,6,8
ST-134,명동_001_2,주말,0,0,6,1,2
ST-134,명동_001_2,주말,1,0,2,1,0
ST-134,명동_001_2,주말,2,0,0,0,0
ST-134,명동_001_2,주말,3,0,0,0,0
ST-134,명동_001_2,주말,4,0,0,0,0
ST-134,명동_001_2,주말,5,0,0,2,0
ST-134,명동_001_2,주말,6,0,1,10,0
ST-134,명동_001_2,주말,7,0,2,7,2
ST-134,명동_001_2,주말,8,0,4,4,0
ST-134,명동_001_2,주말,9,2,4,9,0
ST-134,명동_001_2,주말,10,0,7,9,5
ST-134,명동_001_2,주말,11,0,8,8,4
ST-134,명동_001_2,주말,12,0,6,10,9
ST-134,명동_001_2,주말,13,0,4,20,10
ST-134,명동_001_2,주말,14,0,7,15,14
ST-134,명동_001_2,주말,15,1,16,14,29
ST-134,명동_001_2,주말,16,3,11,24,17
ST-134,명동_001_2,주말,17,4,21,31,22
ST-134,명동_001_2,주말,18,2,22,29,19
ST-134,명동_001_2,주말,19,2,13,8,3
ST-134,명동_001_2,주말,20,0,10,7,1
ST-134,명동_001_2,주말,21,0,16,8,5
ST-134,명동_001_2,주말,22,0,7,10,3
ST-134,명동_001_2,주말,23,0,15,8,2
ST-134,명동_001_2,평일,0,0,0,2,6
ST-134,명동_001_2,평일,1,0,6,5,3
ST-134,명동_001_2,평일,2,0,7,5,1
ST-134,명동_001_2,평일,3,0,5,0,2
ST-134,명동_001_2,평일,4,0,2,0,0
ST-134,명동_001_2,평일,5,0,1,24,0
ST-134,명동_001_2,평일,6,0,28,53,3
ST-134,명동_001_2,평일,7,1,65,190,15
ST-134,명동_001_2,평일,8,3,101,252,33
ST-134,명동_001_2,평일,9,4,73,96,40
ST-134,명동_001_2,평일,10,2,28,38,29
ST-134,명동_001_2,평일,11,35,101,61,45
ST-134,명동_001_2,평일,12,22,58,52,55
ST-134,명동_001_2,평일,13,25,58,36,55
ST-134,명동_001_2,평일,14,17,76,57,43
ST-134,명동_001_2,평일,15,13,54,43,39
ST-134,명동_001_2,평일,16,10,91,71,45
ST-134,명동_001_2,평일,17,6,196,77,55
ST-134,명동_001_2,평일,18,11,254,131,141
ST-134,명동_001_2,평일,19,3,115,67,50
ST-134,명동_001_2,평일,20,4,46,26,32
ST-134,명동_001_2,평일,21,4,36,17,13
ST-134,명동_001_2,평일,22,0,16,4,5
ST-134,명동_001_2,평일,23,1,5,0,7
ST-136,명동_002_1,주말,0,0,2,0,0
ST-136,명동_002_1,주말,1,0,2,2,0
ST-136,명동_002_1,주말,2,0,4,0,0
ST-136,명동_002_1,주말,3,0,0,0,0
ST-136,명동_002_1,주말,4,0,0,0,0
ST-136,명동_002_1,주말,5,0,0,0,0
ST-136,명동_002_1,주말,6,0,0,5,0
ST-136,명동_002_1,주말,7,0,0,13,1
ST-136,명동_002_1,주말,8,2,5,21,1
ST-136,명동_002_1,주말,9,3,3,15,3
ST-136,명동_002_1,주말,10,5,12,6,6
ST-136,명동_002_1,주말,11,4,16,12,5
ST-136,명동_002_1,주말,12,5,17,24,3
ST-136,명동_002_1,주말,13,4,24,45,6
ST-136,명동_002_1,주말,14,4,27,31,13
ST-136,명동_002_1,주말,15,1,27,31,6
ST-136,명동_002_1,주말,16,5,50,45,19
ST-136,명동_002_1,주말,17,8,47,33,27
ST-136,명동_002_1,주말,18,2,34,18,18
ST-136,명동_002_1,주말,19,0,31,14,20
ST-136,명동_002_1,주말,20,0,16,7,13
ST-136,명동_002_1,주말,21,0,11,8,4
ST-136,명동_002_1,주말,22,0,5,0,4
ST-136,명동_002_1,주말,23,0,3,0,0
ST-136,명동_002_1,평일,0,0,4,0,1
ST-136,명동_002_1,평일,1,0,0,0,1
ST-136,명동_002_1,평일,2,0,4,0,2
ST-136,명동_002_1,평일,3,0,0,0,0
ST-136,명동_002_1,평일,4,0,0,2,0
ST-136,명동_002_1,평일,5,0,2,4,0
ST-136,명동_002_1,평일,6,0,7,56,5
ST-136,명동_002_1,평일,7,1,33,175,6
ST-136,명동_002_1,평일,8,4,130,309,36
ST-136,명동_002_1,평일,9,11,106,139,34
ST-136,명동_002_1,평일,10,16,62,72,57
ST-136,명동_002_1,평일,11,46,85,87,83
ST-136,명동_002_1,평일,12,41,81,67,95
ST-136,명동_002_1,평일,13,33,78,75,88
ST-136,명동_002_1,평일,14,25,69,83,46
ST-136,명동_002_1,평일,15,40,74,90,66
ST-136,명동_002_1,평일,16,36,81,89,50
ST-136,명동_002_1,평일,17,20,202,119,105
ST-136,명동_002_1,평일,18,15,324,147,104
ST-136,명동_002_1,평일,19,7,131,53,51
ST-136,명동_002_1,평일,20,3,56,18,25
ST-136,명동_002_1,평일,21,0,40,14,22
ST-136,명동_002_1,평일,22,0,18,7,6
ST-136,명동_002_1,평일,23,0,5,3,4
ST-137,명동_003_1,주말,0,0,6,1,2
ST-137,명동_003_1,주말,1,0,3,1,2
ST-137,명동_003_1,주말,2,0,6,0,0
ST-137,명동_003_1,주말,3,0,1,0,0
ST-137,명동_003_1,주말,4,0,0,0,0
ST-137,명동_003_1,주말,5,0,0,0,0
ST-137,명동_003_1,주말,6,0,2,0,2
ST-137,명동_003_1,주말,7,0,0,11,0
ST-137,명동_003_1,주말,8,0,2,8,0
ST-137,명동_003_1,주말,9,1,6,18,2
ST-137,명동_003_1,주말,10,0,11,24,2
ST-137,명동_003_1,주말,11,2,6,11,4
ST-137,명동_003_1,주말,12,2,8,17,6
ST-137,명동_003_1,주말,13,3,9,8,19
ST-137,명동_003_1,주말,14,0,12,12,12
ST-137,명동_003_1,주말,15,0,24,9,9
ST-137,명동_003_1,주말,16,0,21,35,7
ST-137,명동_003_1,주말,17,0,30,13,17
ST-137,명동_003_1,주말,18,0,27,31,7
ST-137,명동_003_1,주말,19,2,33,14,9
ST-137,명동_003_1,주말,20,0,21,9,4
ST-137,명동_003_1,주말,21,0,18,6,11
ST-137,명동_003_1,주말,22,0,13,7,8
ST-137,명동_003_1,주말,23,0,5,5,1
ST-137,명동_003_1,평일,0,0,3,2,0
ST-137,명동_003_1,평일,1,0,3,6,0
ST-137,명동_003_1,평일,2,0,4,5,6
ST-137,명동_003_1,평일,3,0,5,5,0
ST-137,명동_003_1,평일,4,0,0,3,0
ST-137,명동_003_1,평일,5,0,7,52,9
ST-137,명동_003_1,평일,6,0,5,38,21
ST-137,명동_003_1,평일,7,3,8,69,16
ST-137,명동_003_1,평일,8,3,47,113,76
ST-137,명동_003_1,평일,9,22,15,32,48
ST-137,명동_003_1,평일,10,20,18,70,38
ST-137,명동_003_1,평일,11,25,41,64,65
ST-137,명동_003_1,평일,12,23,64,49,61
ST-137,명동_003_1,평일,13,32,66,40,64
ST-137,명동_003_1,평일,14,35,81,55,51
ST-137,명동_003_1,평일,15,32,79,80,48
ST-137,명동_003_1,평일,16,19,75,72,35
ST-137,명동_003_1,평일,17,7,121,58,69
ST-137,명동_003_1,평일,18,10,185,77,126
ST-137,명동_003_1,평일,19,7,97,26,59
ST-137,명동_003_1,평일,20,3,38,26,17
ST-137,명동_003_1,평일,21,7,36,30,10
ST-137,명동_003_1,평일,22,1,15,18,24
ST-137,명동_003_1,평일,23,1,3,9,8
ST-138,명동_003_2,주말,0,0,0,0,2
ST-138,명동_003_2,주말,1,0,2,0,4
ST-138,명동_003_2,주말,2,0,0,0,0
ST-138,명동_003_2,주말,3,0,0,0,0
ST-138,명동_003_2,주말,4,0,0,1,0
ST-138,명동_003_2,주말,5,0,0,1,0
ST-138,명동_003_2,주말,6,2,2,1,0
ST-138,명동_003_2,주말,7,0,3,13,0
ST-138,명동_003_2,주말,8,0,5,12,4
ST-138,명동_003_2,주말,9,0,5,20,0
ST-138,명동_003_2,주말,10,2,8,12,5
ST-138,명동_003_2,주말,11,1,6,8,8
ST-138,명동_003_2,주말,12,1,6,3,10
ST-138,명동_003_2,주말,13,4,23,15,12
ST-138,명동_003_2,주말,14,2,25,14,8
ST-138,명동_003_2,주말,15,0,18,25,7
ST-138,명동_003_2,주말,16,0,26,22,13
ST-138,명동_003_2,주말,17,0,19,21,13
ST-138,명동_003_2,주말,18,1,17,17,17
ST-138,명동_003_2,주말,19,2,10,4,5
ST-138,명동_003_2,주말,20,1,7,3,4
ST-138,명동_003_2,주말,21,0,6,3,3
ST-138,명동_003_2,주말,22,0,4,1,2
ST-138,명동_003_2,주말,23,0,3,0,2
ST-138,명동_003_2,평일,0,0,1,2,0
ST-138,명동_003_2,평일,1,0,2,0,4
ST-138,명동_003_2,평일,2,0,2,0,0
ST-138,명동_003_2,평일,3,0,1,0,0
ST-138,명동_003_2,평일,4,0,0,0,0
ST-138,명동_003_2,평일,5,0,2,6,0
ST-138,명동_003_2,평일,6,0,18,34,14
ST-138,명동_003_2,평일,7,0,23,38,46
ST-138,명동_003_2,평일,8,0,29,16,75
ST-138,명동_003_2,평일,9,1,9,39,21
ST-138,명동_003_2,평일,10,2,23,32,28
ST-138,명동_003_2,평일,11,1,17,27,39
ST-138,명동_003_2,평일,12,14,20,15,29
ST-138,명동_003_2,평일,13,3,17,17,41
ST-138,명동_003_2,평일,14,5,22,27,43
ST-138,명동_003_2,평일,15,21,16,23,24
ST-138,명동_003_2,평일,16,2,24,42,45
ST-138,명동_003_2,평일,17,8,79,37,44
ST-138,명동_003_2,평일,18,0,102,58,59
ST-138,명동_003_2,평일,19,2,55,29,22
ST-138,명동_003_2,평일,20,1,37,15,20
ST-138,명동_003_2,평일,21,0,24,8,24
ST-138,명동_003_2,평일,22,0,7,2,8
ST-138,명동_003_2,평일,23,0,3,0,4
ST-140,소공동_004_1,주말,0,0,3,0,5
ST-140,소공동_004_1,주말,1,0,3,1,1
ST-140,소공동_004_1,주말,2,0,0,1,1
ST-140,소공동_004_1,주말,3,0,0,0,1
ST-140,소공동_004_1,주말,4,0,0,0,0
ST-140,소공동_004_1,주말,5,0,0,0,0
ST-140,소공동_004_1,주말,6,0,0,1,0
ST-140,소공동_004_1,주말,7,0,0,3,2
ST-140,소공동_004_1,주말,8,0,2,5,0
ST-140,소공동_004_1,주말,9,1,2,9,2
ST-140,소공동_004_1,주말,10,1,4,11,8
ST-140,소공동_004_1,주말,11,2,9,12,4
ST-140,소공동_004_1,주말,12,0,13,8,11
ST-140,소공동_004_1,주말,13,0,14,13,11
ST-140,소공동_004_1,주말,14,5,4,13,11
ST-140,소공동_004_1,주말,15,1,15,40,9
ST-140,소공동_004_1,주말,16,3,12,26,12
ST-140,소공동_004_1,주말,17,4,24,22,18
ST-140,소공동_004_1,주말,18,2,21,16,19
ST-140,소공동_004_1,주말,19,0,22,8,16
ST-140,소공동_004_1,주말,20,2,18,0,10
ST-140,소공동_004_1,주말,21,0,5,6,4
ST-140,소공동_004_1,주말,22,0,3,3,2
ST-140,소공동_004_1,주말,23,0,2,3,4
ST-140,소공동_004_1,평일,0,0,3,2,2
ST-140,소공동_004_1,평일,1,0,1,1,4
ST-140,소공동_004_1,평일,2,0,0,0,0
ST-140,소공동_004_1,평일,3,0,4,2,0
ST-140,소공동_004_1,평일,4,0,6,1,0
ST-140,소공동_004_1,평일,5,0,2,2,0
ST-140,소공동_004_1,평일,6,0,2,14,0
ST-140,소공동_004_1,평일,7,0,7,66,19
ST-140,소공동_004_1,평일,8,0,51,60,27
ST-140,소공동_004_1,평일,9,0,20,15,33
ST-140,소공동_004_1,평일,10,3,8,22,19
ST-140,소공동_004_1,평일,11,6,15,36,43
ST-140,소공동_004_1,평일,12,6,48,31,69
ST-140,소공동_004_1,평일,13,11,56,34,43
ST-140,소공동_004_1,평일,14,7,27,31,36
ST-140,소공동_004_1,평일,15,5,36,48,43
ST-140,소공동_004_1,평일,16,5,50,55,38
ST-140,소공동_004_1,평일,17,5,84,50,90
ST-140,소공동_004_1,평일,18,8,145,47,163
ST-140,소공동_004_1,평일,19,4,69,20,52
ST-140,소공동_004_1,평일,20,3,43,10,26
ST-140,소공동_004_1,평일,21,1,12,8,8
ST-140,소공동_004_1,평일,22,1,4,1,11
ST-140,소공동_004_1,평일,23,1,2,1,1
ST-1435,을지로동_004_1,주말,0,0,11,8,13
ST-1435,을지로동_004_1,주말,1,0,5,6,9
ST-1435,을지로동_004_1,주말,2,0,7,4,0
ST-1435,을지로동_004_1,주말,3,0,5,2,0
ST-1435,을지로동_004_1,주말,4,0,3,1,2
ST-1435,을지로동_004_1,주말,5,0,3,2,0
ST-1435,을지로동_004_1,주말,6,0,1,4,0
ST-1435,을지로동_004_1,주말,7,0,0,6,0
ST-1435,을지로동_004_1,주말,8,1,3,8,4
ST-1435,을지로동_004_1,주말,9,0,4,18,5
ST-1435,을지로동_004_1,주말,10,1,11,9,4
ST-1435,을지로동_004_1,주말,11,0,2,7,5
ST-1435,을지로동_004_1,주말,12,2,12,13,11
ST-1435,을지로동_004_1,주말,13,0,13,20,14
ST-1435,을지로동_004_1,주말,14,0,30,30,19
ST-1435,을지로동_004_1,주말,15,0,34,30,21
ST-1435,을지로동_004_1,주말,16,0,29,62,27
ST-1435,을지로동_004_1,주말,17,2,50,71,30
ST-1435,을지로동_004_1,주말,18,6,62,80,43
ST-1435,을지로동_004_1,주말,19,4,75,24,27
ST-1435,을지로동_004_1,주말,20,0,36,18,16
ST-1435,을지로동_004_1,주말,21,1,38,21,10
ST-1435,을지로동_004_1,주말,22,3,26,11,6
ST-1435,을지로동_004_1,주말,23,0,12,3,10
ST-1435,을지로동_004_1,평일,0,0,19,9,2
ST-1435,을지로동_004_1,평일,1,0,2,4,11
ST-1435,을지로동_004_1,평일,2,0,7,0,1
ST-1435,을지로동_004_1,평일,3,0,1,2,2
ST-1435,을지로동_004_1,평일,4,0,1,3,0
ST-1435,을지로동_004_1,평일,5,2,0,19,2
ST-1435,을지로동_004_1,평일,6,0,5,26,14
ST-1435,을지로동_004_1,평일,7,1,23,81,40
ST-1435,을지로동_004_1,평일,8,4,75,210,132
ST-1435,을지로동_004_1,평일,9,4,56,76,84
ST-1435,을지로동_004_1,평일,10,15,32,77,29
ST-1435,을지로동_004_1,평일,11,22,73,95,48
ST-1435,을지로동_004_1,평일,12,17,57,99,49
ST-1435,을지로동_004_1,평일,13,30,104,111,56
ST-1435,을지로동_004_1,평일,14,16,88,93,58
ST-1435,을지로동_004_1,평일,15,16,86,105,80
ST-1435,을지로동_004_1,평일,16,18,99,114,70
ST-1435,을지로동_004_1,평일,17,16,215,173,88
ST-1435,을지로동_004_1,평일,18,14,410,247,118
ST-1435,을지로동_004_1,평일,19,3,214,87,75
ST-1435,을지로동_004_1,평일,20,3,124,63,44
ST-1435,을지로동_004_1,평일,21,0,89,39,37
ST-1435,을지로동_004_1,평일,22,0,58,26,19
ST-1435,을지로동_004_1,평일,23,0,29,6,22
ST-1436,중림동_008_1,주말,0,0,6,2,0
ST-1436,중림동_008_1,주말,1,0,12,4,2
ST-1436,중림동_008_1,주말,2,0,9,4,0
ST-1436,중림동_008_1,주말,3,0,3,6,0
ST-1436,중림동_008_1,주말,4,0,0,2,0
ST-1436,중림동_008_1,주말,5,0,0,0,1
ST-1436,중림동_008_1,주말,6,0,7,0,3
ST-1436,중림동_008_1,주말,7,0,8,2,8
ST-1436,중림동_008_1,주말,8,0,9,4,7
ST-1436,중림동_008_1,주말,9,2,11,16,6
ST-1436,중림동_008_1,주말,10,2,24,10,7
ST-1436,중림동_008_1,주말,11,1,22,13,7
ST-1436,중림동_008_1,주말,12,0,13,10,8
ST-1436,중림동_008_1,주말,13,3,26,11,4
ST-1436,중림동_008_1,주말,14,5,18,14,17
ST-1436,중림동_008_1,주말,15,2,30,11,9
ST-1436,중림동_008_1,주말,16,2,22,17,17
ST-1436,중림동_008_1,주말,17,1,22,15,15
ST-1436,중림동_008_1,주말,18,2,24,19,15
ST-1436,중림동_008_1,주말,19,3,21,5,9
ST-1436,중림동_008_1,주말,20,3,23,7,2
ST-1436,중림동_008_1,주말,21,2,7,11,2
ST-1436,중림동_008_1,주말,22,0,19,24,6
ST-1436,중림동_008_1,주말,23,0,1,5,2
ST-1436,중림동_008_1,평일,0,0,27,8,0
ST-1436,중림동_008_1,평일,1,0,30,9,0
ST-1436,중림동_008_1,평일,2,0,16,5,0
ST-1436,중림동_008_1,평일,3,0,5,1,0
ST-1436,중림동_008_1,평일,4,0,19,1,0
ST-1436,중림동_008_1,평일,5,0,8,0,34
ST-1436,중림동_008_1,평일,6,0,18,3,46
ST-1436,중림동_008_1,평일,7,0,11,18,80
ST-1436,중림동_008_1,평일,8,0,25,28,67
ST-1436,중림동_008_1,평일,9,0,10,12,42
ST-1436,중림동_008_1,평일,10,0,10,5,7
ST-1436,중림동_008_1,평일,11,2,24,5,4
ST-1436,중림동_008_1,평일,12,0,12,16,18
ST-1436,중림동_008_1,평일,13,0,8,18,8
ST-1436,중림동_008_1,평일,14,3,29,8,5
ST-1436,중림동_008_1,평일,15,0,19,12,18
ST-1436,중림동_008_1,평일,16,3,45,11,28
ST-1436,중림동_008_1,평일,17,3,66,32,32
ST-1436,중림동_008_1,평일,18,2,100,93,49
ST-1436,중림동_008_1,평일,19,2,65,32,17
ST-1436,중림동_008_1,평일,20,4,60,38,16
ST-1436,중림동_008_1,평일,21,5,49,24,38
ST-1436,중림동_008_1,평일,22,1,74,28,27
ST-1436,중림동_008_1,평일,23,5,11,17,13
ST-1437,을지로동_005_1,주말,0,0,0,0,0
ST-1437,을지로동_005_1,주말,1,0,0,2,0
ST-1437,을지로동_005_1,주말,2,0,2,0,0
ST-1437,을지로동_005_1,주말,3,0,0,1,0
ST-1437,을지로동_005_1,주말,4,0,0,1,0
ST-1437,을지로동_005_1,주말,5,0,0,0,0
ST-1437,을지로동_005_1,주말,6,0,0,3,2
ST-1437,을지로동_005_1,주말,7,0,0,1,0
ST-1437,을지로동_005_1,주말,8,0,1,2,1
ST-1437,을지로동_005_1,주말,9,0,3,2,3
ST-1437,을지로동_005_1,주말,10,0,0,2,3
ST-1437,을지로동_005_1,주말,11,0,0,2,1
ST-1437,을지로동_005_1,주말,12,0,2,4,6
ST-1437,을지로동_005_1,주말,13,1,10,6,3
ST-1437,을지로동_005_1,주말,14,1,6,8,8
ST-1437,을지로동_005_1,주말,15,0,12,7,5
ST-1437,을지로동_005_1,주말,16,1,9,9,11
ST-1437,을지로동_005_1,주말,17,0,10,8,7
ST-1437,을지로동_005_1,주말,18,1,6,4,26
ST-1437,을지로동_005_1,주말,19,0,4,1,10
ST-1437,을지로동_005_1,주말,20,0,5,2,4
ST-1437,을지로동_005_1,주말,21,2,3,4,5
ST-1437,을지로동_005_1,주말,22,0,2,0,4
ST-1437,을지로동_005_1,주말,23,0,2,0,1
ST-1437,을지로동_005_1,평일,0,0,4,2,0
ST-1437,을지로동_005_1,평일,1,0,2,2,6
ST-1437,을지로동_005_1,평일,2,0,1,2,0
ST-1437,을지로동_005_1,평일,3,0,1,3,0
ST-1437,을지로동_005_1,평일,4,0,0,1,0
ST-1437,을지로동_005_1,평일,5,0,0,1,5
ST-1437,을지로동_005_1,평일,6,0,0,4,12
ST-1437,을지로동_005_1,평일,7,0,8,14,25
ST-1437,을지로동_005_1,평일,8,1,12,16,25
ST-1437,을지로동_005_1,평일,9,4,6,22,25
ST-1437,을지로동_005_1,평일,10,4,9,15,31
ST-1437,을지로동_005_1,평일,11,9,16,11,51
ST-1437,을지로동_005_1,평일,12,5,5,10,38
ST-1437,을지로동_005_1,평일,13,16,10,7,37
ST-1437,을지로동_005_1,평일,14,14,21,6,36
ST-1437,을지로동_005_1,평일,15,20,9,11,39
ST-1437,을지로동_005_1,평일,16,10,21,18,55
ST-1437,을지로동_005_1,평일,17,11,27,21,38
ST-1437,을지로동_005_1,평일,18,7,38,21,43
ST-1437,을지로동_005_1,평일,19,3,24,6,24
ST-1437,을지로동_005_1,평일,20,0,11,7,17
ST-1437,을지로동_005_1,평일,21,0,15,7,14
ST-1437,을지로동_005_1,평일,22,2,9,3,7
ST-1437,을지로동_005_1,평일,23,0,1,0,0
ST-1438,다산동_017_1,주말,0,0,0,0,0
ST-1438,다산동_017_1,주말,1,0,0,0,0
ST-1438,다산동_017_1,주말,2,0,0,1,2
ST-1438,다산동_017_1,주말,3,0,0,1,1
ST-1438,다산동_017_1,주말,4,0,0,0,3
ST-1438,다산동_017_1,주말,5,0,0,0,0
ST-1438,다산동_017_1,주말,6,0,0,0,0
ST-1438,다산동_017_1,주말,7,0,0,0,0
ST-1438,다산동_017_1,주말,8,0,0,0,0
ST-1438,다산동_017_1,주말,9,0,0,0,0
ST-1438,다산동_017_1,주말,10,0,0,0,1
ST-1438,다산동_017_1,주말,11,0,0,0,5
ST-1438,다산동_017_1,주말,12,0,1,0,0
ST-1438,다산동_017_1,주말,13,0,0,2,6
ST-1438,다산동_017_1,주말,14,0,0,0,2
ST-1438,다산동_017_1,주말,15,0,3,0,0
ST-1438,다산동_017_1,주말,16,0,2,2,0
ST-1438,다산동_017_1,주말,17,0,0,3,2
ST-1438,다산동_017_1,주말,18,0,0,2,0
ST-1438,다산동_017_1,주말,19,0,5,1,3
ST-1438,다산동_017_1,주말,20,0,3,1,3
ST-1438,다산동_017_1,주말,21,0,1,0,0
ST-1438,다산동_017_1,주말,22,0,0,0,2
ST-1438,다산동_017_1,주말,23,0,1,0,0
ST-1438,다산동_017_1,평일,0,0,1,2,2
ST-1438,다산동_017_1,평일,1,0,2,2,0
ST-1438,다산동_017_1,평일,2,0,1,0,0
ST-1438,다산동_017_1,평일,3,0,3,0,0
ST-1438,다산동_017_1,평일,4,0,1,1,1
ST-1438,다산동_017_1,평일,5,0,0,1,13
ST-1438,다산동_017_1,평일,6,0,1,0,5
ST-1438,다산동_017_1,평일,7,0,5,0,19
ST-1438,다산동_017_1,평일,8,0,5,0,8
ST-1438,다산동_017_1,평일,9,0,1,0,8
ST-1438,다산동_017_1,평일,10,0,0,0,5
ST-1438,다산동_017_1,평일,11,0,0,0,3
ST-1438,다산동_017_1,평일,12,0,0,3,5
ST-1438,다산동_017_1,평일,13,0,1,1,1
ST-1438,다산동_017_1,평일,14,0,2,0,6
ST-1438,다산동_017_1,평일,15,0,2,6,1
ST-1438,다산동_017_1,평일,16,0,10,0,6
ST-1438,다산동_017_1,평일,17,0,3,2,1
ST-1438,다산동_017_1,평일,18,0,12,11,6
ST-1438,다산동_017_1,평일,19,0,12,11,3
ST-1438,다산동_017_1,평일,20,0,7,5,10
ST-1438,다산동_017_1,평일,21,0,5,7,3
ST-1438,다산동_017_1,평일,22,0,4,4,10
ST-1438,다산동_017_1,평일,23,0,0,0,4
ST-1439,광희동_006_1,주말,0,0,0,8,2
ST-1439,광희동_006_1,주말,1,4,3,8,7
ST-1439,광희동_006_1,주말,2,0,3,5,4
ST-1439,광희동_006_1,주말,3,0,4,2,4
ST-1439,광희동_006_1,주말,4,0,3,1,2
ST-1439,광희동_006_1,주말,5,0,1,0,12
